base_index,base_tourney_name,base_slug,year,tourney_name,tourney_slug,tourney_url,results_url,archive_url
64,Dubai,dubai,1994.0,ATP Dubai 1994,dubai-1994,https://www.flashscore.com/tennis/atp-singles/dubai-1994/,https://www.flashscore.com/tennis/atp-singles/dubai-1994/results/,https://www.flashscore.com/tennis/atp-singles/dubai/archive/
68,Estoril,estoril,1994.0,ATP Estoril 1994,estoril-1994,https://www.flashscore.com/tennis/atp-singles/estoril-1994/,https://www.flashscore.com/tennis/atp-singles/estoril-1994/results/,https://www.flashscore.com/tennis/atp-singles/estoril/archive/
69,Finals - Turin,finals-turin,1994.0,ATP World Tour Finals - Frankfurt 1994,finals-turin-1994,https://www.flashscore.com/tennis/atp-singles/finals-turin-1994/,https://www.flashscore.com/tennis/atp-singles/finals-turin-1994/results/,https://www.flashscore.com/tennis/atp-singles/finals-turin/archive/
70,Florence,florence,1994.0,ATP Florence 1994,florence-1994,https://www.flashscore.com/tennis/atp-singles/florence-1994/,https://www.flashscore.com/tennis/atp-singles/florence-1994/results/,https://www.flashscore.com/tennis/atp-singles/florence/archive/
71,French Open,french-open,1994.0,ATP French Open 1994,french-open-1994,https://www.flashscore.com/tennis/atp-singles/french-open-1994/,https://www.flashscore.com/tennis/atp-singles/french-open-1994/results/,https://www.flashscore.com/tennis/atp-singles/french-open/archive/
75,Grand Slam Cup,grand-slam-cup,1994.0,ATP Grand Slam Cup 1994,grand-slam-cup-1994,https://www.flashscore.com/tennis/atp-singles/grand-slam-cup-1994/,https://www.flashscore.com/tennis/atp-singles/grand-slam-cup-1994/results/,https://www.flashscore.com/tennis/atp-singles/grand-slam-cup/archive/
76,Gstaad,gstaad,1994.0,ATP Gstaad 1994,gstaad-1994,https://www.flashscore.com/tennis/atp-singles/gstaad-1994/,https://www.flashscore.com/tennis/atp-singles/gstaad-1994/results/,https://www.flashscore.com/tennis/atp-singles/gstaad/archive/
78,Halle,halle,1994.0,ATP Halle 1994,halle-1994,https://www.flashscore.com/tennis/atp-singles/halle-1994/,https://www.flashscore.com/tennis/atp-singles/halle-1994/results/,https://www.flashscore.com/tennis/atp-singles/halle/archive/
79,Hamburg,hamburg,1994.0,ATP Hamburg 1994,hamburg-1994,https://www.flashscore.com/tennis/atp-singles/hamburg-1994/,https://www.flashscore.com/tennis/atp-singles/hamburg-1994/results/,https://www.flashscore.com/tennis/atp-singles/hamburg/archive/
81,Hertogenbosch,hertogenbosch,1994.0,ATP Rosmalen 1994,hertogenbosch-1994,https://www.flashscore.com/tennis/atp-singles/hertogenbosch-1994/,https://www.flashscore.com/tennis/atp-singles/hertogenbosch-1994/results/,https://www.flashscore.com/tennis/atp-singles/hertogenbosch/archive/
83,Hong Kong,hong-kong,1994.0,ATP Hong Kong 1994,hong-kong-1994,https://www.flashscore.com/tennis/atp-singles/hong-kong-1994/,https://www.flashscore.com/tennis/atp-singles/hong-kong-1994/results/,https://www.flashscore.com/tennis/atp-singles/hong-kong/archive/
85,Houston,houston,1994.0,ATP Birmingham 1994,houston-1994,https://www.flashscore.com/tennis/atp-singles/houston-1994/,https://www.flashscore.com/tennis/atp-singles/houston-1994/results/,https://www.flashscore.com/tennis/atp-singles/houston/archive/
86,Indian Wells,indian-wells,1994.0,ATP Indian Wells 1994,indian-wells-1994,https://www.flashscore.com/tennis/atp-singles/indian-wells-1994/,https://www.flashscore.com/tennis/atp-singles/indian-wells-1994/results/,https://www.flashscore.com/tennis/atp-singles/indian-wells/archive/
87,Indianapolis,indianapolis,1994.0,ATP Indianapolis 1994,indianapolis-1994,https://www.flashscore.com/tennis/atp-singles/indianapolis-1994/,https://www.flashscore.com/tennis/atp-singles/indianapolis-1994/results/,https://www.flashscore.com/tennis/atp-singles/indianapolis/archive/
90,Jakarta,jakarta,1994.0,ATP Jakarta 1994,jakarta-1994,https://www.flashscore.com/tennis/atp-singles/jakarta-1994/,https://www.flashscore.com/tennis/atp-singles/jakarta-1994/results/,https://www.flashscore.com/tennis/atp-singles/jakarta/archive/
91,Johannesburg,johannesburg,1994.0,ATP Johannesburg 1994,johannesburg-1994,https://www.flashscore.com/tennis/atp-singles/johannesburg-1994/,https://www.flashscore.com/tennis/atp-singles/johannesburg-1994/results/,https://www.flashscore.com/tennis/atp-singles/johannesburg/archive/
92,Kitzbuhel,kitzbuhel,1994.0,ATP Kitzbuhel 1994,kitzbuhel-1994,https://www.flashscore.com/tennis/atp-singles/kitzbuhel-1994/,https://www.flashscore.com/tennis/atp-singles/kitzbuhel-1994/results/,https://www.flashscore.com/tennis/atp-singles/kitzbuhel/archive/
94,Kuala Lumpur 2,kuala-lumpur-2,1994.0,ATP Kuala Lumpur 2 1994,kuala-lumpur-2-1994,https://www.flashscore.com/tennis/atp-singles/kuala-lumpur-2-1994/,https://www.flashscore.com/tennis/atp-singles/kuala-lumpur-2-1994/results/,https://www.flashscore.com/tennis/atp-singles/kuala-lumpur-2/archive/
97,London,london,1994.0,ATP London 1994,london-1994,https://www.flashscore.com/tennis/atp-singles/london-1994/,https://www.flashscore.com/tennis/atp-singles/london-1994/results/,https://www.flashscore.com/tennis/atp-singles/london/archive/
98,Long Island,long-island,1994.0,ATP Long Island 1994,long-island-1994,https://www.flashscore.com/tennis/atp-singles/long-island-1994/,https://www.flashscore.com/tennis/atp-singles/long-island-1994/results/,https://www.flashscore.com/tennis/atp-singles/long-island/archive/
99,Los Angeles,los-angeles,1994.0,ATP Los Angeles 1994,los-angeles-1994,https://www.flashscore.com/tennis/atp-singles/los-angeles-1994/,https://www.flashscore.com/tennis/atp-singles/los-angeles-1994/results/,https://www.flashscore.com/tennis/atp-singles/los-angeles/archive/
103,Lyon 3,lyon-3,1994.0,ATP Lyon 3 1994,lyon-3-1994,https://www.flashscore.com/tennis/atp-singles/lyon-3-1994/,https://www.flashscore.com/tennis/atp-singles/lyon-3-1994/results/,https://www.flashscore.com/tennis/atp-singles/lyon-3/archive/
111,Marseille,marseille,1994.0,ATP Marseille 1994,marseille-1994,https://www.flashscore.com/tennis/atp-singles/marseille-1994/,https://www.flashscore.com/tennis/atp-singles/marseille-1994/results/,https://www.flashscore.com/tennis/atp-singles/marseille/archive/
116,Memphis,memphis,1994.0,ATP Memphis 1994,memphis-1994,https://www.flashscore.com/tennis/atp-singles/memphis-1994/,https://www.flashscore.com/tennis/atp-singles/memphis-1994/results/,https://www.flashscore.com/tennis/atp-singles/memphis/archive/
119,Miami,miami,1994.0,ATP Miami 1994,miami-1994,https://www.flashscore.com/tennis/atp-singles/miami-1994/,https://www.flashscore.com/tennis/atp-singles/miami-1994/results/,https://www.flashscore.com/tennis/atp-singles/miami/archive/
120,Milan,milan,1994.0,ATP Milan 1994,milan-1994,https://www.flashscore.com/tennis/atp-singles/milan-1994/,https://www.flashscore.com/tennis/atp-singles/milan-1994/results/,https://www.flashscore.com/tennis/atp-singles/milan/archive/
121,Monte Carlo,monte-carlo,1994.0,ATP Monte Carlo 1994,monte-carlo-1994,https://www.flashscore.com/tennis/atp-singles/monte-carlo-1994/,https://www.flashscore.com/tennis/atp-singles/monte-carlo-1994/results/,https://www.flashscore.com/tennis/atp-singles/monte-carlo/archive/
122,Montevideo,montevideo,1994.0,ATP Montevideo 1994,montevideo-1994,https://www.flashscore.com/tennis/atp-singles/montevideo-1994/,https://www.flashscore.com/tennis/atp-singles/montevideo-1994/results/,https://www.flashscore.com/tennis/atp-singles/montevideo/archive/
125,Moscow,moscow,1994.0,ATP Moscow 1994,moscow-1994,https://www.flashscore.com/tennis/atp-singles/moscow-1994/,https://www.flashscore.com/tennis/atp-singles/moscow-1994/results/,https://www.flashscore.com/tennis/atp-singles/moscow/archive/
127,Munich,munich,1994.0,ATP Munich 1994,munich-1994,https://www.flashscore.com/tennis/atp-singles/munich-1994/,https://www.flashscore.com/tennis/atp-singles/munich-1994/results/,https://www.flashscore.com/tennis/atp-singles/munich/archive/
130,New Haven 2,new-haven-2,1994.0,ATP New Haven 2 1994,new-haven-2-1994,https://www.flashscore.com/tennis/atp-singles/new-haven-2-1994/,https://www.flashscore.com/tennis/atp-singles/new-haven-2-1994/results/,https://www.flashscore.com/tennis/atp-singles/new-haven-2/archive/
132,Newport,newport,1994.0,ATP Newport 1994,newport-1994,https://www.flashscore.com/tennis/atp-singles/newport-1994/,https://www.flashscore.com/tennis/atp-singles/newport-1994/results/,https://www.flashscore.com/tennis/atp-singles/newport/archive/
134,Nice,nice,1994.0,ATP Nice 1994,nice-1994,https://www.flashscore.com/tennis/atp-singles/nice-1994/,https://www.flashscore.com/tennis/atp-singles/nice-1994/results/,https://www.flashscore.com/tennis/atp-singles/nice/archive/
141,Ostrava,ostrava,1994.0,ATP Ostrava 1994,ostrava-1994,https://www.flashscore.com/tennis/atp-singles/ostrava-1994/,https://www.flashscore.com/tennis/atp-singles/ostrava-1994/results/,https://www.flashscore.com/tennis/atp-singles/ostrava/archive/
142,Palermo,palermo,1994.0,ATP Palermo 1994,palermo-1994,https://www.flashscore.com/tennis/atp-singles/palermo-1994/,https://www.flashscore.com/tennis/atp-singles/palermo-1994/results/,https://www.flashscore.com/tennis/atp-singles/palermo/archive/
143,Paris,paris,1994.0,ATP Paris 1994,paris-1994,https://www.flashscore.com/tennis/atp-singles/paris-1994/,https://www.flashscore.com/tennis/atp-singles/paris-1994/results/,https://www.flashscore.com/tennis/atp-singles/paris/archive/
145,Philadelphia,philadelphia,1994.0,ATP Philadelphia 1994,philadelphia-1994,https://www.flashscore.com/tennis/atp-singles/philadelphia-1994/,https://www.flashscore.com/tennis/atp-singles/philadelphia-1994/results/,https://www.flashscore.com/tennis/atp-singles/philadelphia/archive/
147,Poertschach,poertschach,1994.0,ATP St. Poelten 1994,poertschach-1994,https://www.flashscore.com/tennis/atp-singles/poertschach-1994/,https://www.flashscore.com/tennis/atp-singles/poertschach-1994/results/,https://www.flashscore.com/tennis/atp-singles/poertschach/archive/
148,Prague,prague,1994.0,ATP Prague 1994,prague-1994,https://www.flashscore.com/tennis/atp-singles/prague-1994/,https://www.flashscore.com/tennis/atp-singles/prague-1994/results/,https://www.flashscore.com/tennis/atp-singles/prague/archive/
153,Rome,rome,1994.0,ATP Rome 1994,rome-1994,https://www.flashscore.com/tennis/atp-singles/rome-1994/,https://www.flashscore.com/tennis/atp-singles/rome-1994/results/,https://www.flashscore.com/tennis/atp-singles/rome/archive/
154,Rotterdam,rotterdam,1994.0,ATP Rotterdam 1994,rotterdam-1994,https://www.flashscore.com/tennis/atp-singles/rotterdam-1994/,https://www.flashscore.com/tennis/atp-singles/rotterdam-1994/results/,https://www.flashscore.com/tennis/atp-singles/rotterdam/archive/
156,San Jose,san-jose,1994.0,ATP San Jose 1994,san-jose-1994,https://www.flashscore.com/tennis/atp-singles/san-jose-1994/,https://www.flashscore.com/tennis/atp-singles/san-jose-1994/results/,https://www.flashscore.com/tennis/atp-singles/san-jose/archive/
157,San Marino,san-marino,1994.0,ATP San Marino 1994,san-marino-1994,https://www.flashscore.com/tennis/atp-singles/san-marino-1994/,https://www.flashscore.com/tennis/atp-singles/san-marino-1994/results/,https://www.flashscore.com/tennis/atp-singles/san-marino/archive/
159,Santiago,santiago,1994.0,ATP Santiago 1994,santiago-1994,https://www.flashscore.com/tennis/atp-singles/santiago-1994/,https://www.flashscore.com/tennis/atp-singles/santiago-1994/results/,https://www.flashscore.com/tennis/atp-singles/santiago/archive/
164,Scottsdale,scottsdale,1994.0,ATP Scottsdale 1994,scottsdale-1994,https://www.flashscore.com/tennis/atp-singles/scottsdale-1994/,https://www.flashscore.com/tennis/atp-singles/scottsdale-1994/results/,https://www.flashscore.com/tennis/atp-singles/scottsdale/archive/
165,Seoul,seoul,1994.0,ATP Seoul 1994,seoul-1994,https://www.flashscore.com/tennis/atp-singles/seoul-1994/,https://www.flashscore.com/tennis/atp-singles/seoul-1994/results/,https://www.flashscore.com/tennis/atp-singles/seoul/archive/
174,Stockholm,stockholm,1994.0,ATP Stockholm 1994,stockholm-1994,https://www.flashscore.com/tennis/atp-singles/stockholm-1994/,https://www.flashscore.com/tennis/atp-singles/stockholm-1994/results/,https://www.flashscore.com/tennis/atp-singles/stockholm/archive/
176,Stuttgart 1,stuttgart-1,1994.0,ATP Stuttgart 1 1994,stuttgart-1-1994,https://www.flashscore.com/tennis/atp-singles/stuttgart-1-1994/,https://www.flashscore.com/tennis/atp-singles/stuttgart-1-1994/results/,https://www.flashscore.com/tennis/atp-singles/stuttgart-1/archive/
175,Stuttgart,stuttgart,1994.0,ATP Stuttgart 1994,stuttgart-1994,https://www.flashscore.com/tennis/atp-singles/stuttgart-1994/,https://www.flashscore.com/tennis/atp-singles/stuttgart-1994/results/,https://www.flashscore.com/tennis/atp-singles/stuttgart/archive/
177,Sydney,sydney,1994.0,ATP Sydney 1994,sydney-1994,https://www.flashscore.com/tennis/atp-singles/sydney-1994/,https://www.flashscore.com/tennis/atp-singles/sydney-1994/results/,https://www.flashscore.com/tennis/atp-singles/sydney/archive/
181,Tel Aviv,tel-aviv,1994.0,ATP Tel Aviv 1994,tel-aviv-1994,https://www.flashscore.com/tennis/atp-singles/tel-aviv-1994/,https://www.flashscore.com/tennis/atp-singles/tel-aviv-1994/results/,https://www.flashscore.com/tennis/atp-singles/tel-aviv/archive/
182,Tokyo,tokyo,1994.0,ATP Tokyo 1994,tokyo-1994,https://www.flashscore.com/tennis/atp-singles/tokyo-1994/,https://www.flashscore.com/tennis/atp-singles/tokyo-1994/results/,https://www.flashscore.com/tennis/atp-singles/tokyo/archive/
183,Tokyo 2,tokyo-2,1994.0,ATP Tokyo 2 1994,tokyo-2-1994,https://www.flashscore.com/tennis/atp-singles/tokyo-2-1994/,https://www.flashscore.com/tennis/atp-singles/tokyo-2-1994/results/,https://www.flashscore.com/tennis/atp-singles/tokyo-2/archive/
184,Toronto,toronto,1994.0,ATP Toronto 1994,toronto-1994,https://www.flashscore.com/tennis/atp-singles/toronto-1994/,https://www.flashscore.com/tennis/atp-singles/toronto-1994/results/,https://www.flashscore.com/tennis/atp-singles/toronto/archive/
186,Toulouse,toulouse,1994.0,ATP Toulouse 1994,toulouse-1994,https://www.flashscore.com/tennis/atp-singles/toulouse-1994/,https://www.flashscore.com/tennis/atp-singles/toulouse-1994/results/,https://www.flashscore.com/tennis/atp-singles/toulouse/archive/
187,Umag,umag,1994.0,ATP Umag 1994,umag-1994,https://www.flashscore.com/tennis/atp-singles/umag-1994/,https://www.flashscore.com/tennis/atp-singles/umag-1994/results/,https://www.flashscore.com/tennis/atp-singles/umag/archive/
189,US Open,us-open,1994.0,ATP US Open 1994,us-open-1994,https://www.flashscore.com/tennis/atp-singles/us-open-1994/,https://www.flashscore.com/tennis/atp-singles/us-open-1994/results/,https://www.flashscore.com/tennis/atp-singles/us-open/archive/
191,Verizon Tennis Challenge,verizon-tennis-challenge,1994.0,ATP Verizon Tennis Challenge 1994,verizon-tennis-challenge-1994,https://www.flashscore.com/tennis/atp-singles/verizon-tennis-challenge-1994/,https://www.flashscore.com/tennis/atp-singles/verizon-tennis-challenge-1994/results/,https://www.flashscore.com/tennis/atp-singles/verizon-tennis-challenge/archive/
192,Vienna,vienna,1994.0,ATP Vienna 1994,vienna-1994,https://www.flashscore.com/tennis/atp-singles/vienna-1994/,https://www.flashscore.com/tennis/atp-singles/vienna-1994/results/,https://www.flashscore.com/tennis/atp-singles/vienna/archive/
195,Washington,washington,1994.0,ATP Washington 1994,washington-1994,https://www.flashscore.com/tennis/atp-singles/washington-1994/,https://www.flashscore.com/tennis/atp-singles/washington-1994/results/,https://www.flashscore.com/tennis/atp-singles/washington/archive/
198,Wimbledon,wimbledon,1994.0,ATP Wimbledon 1994,wimbledon-1994,https://www.flashscore.com/tennis/atp-singles/wimbledon-1994/,https://www.flashscore.com/tennis/atp-singles/wimbledon-1994/results/,https://www.flashscore.com/tennis/atp-singles/wimbledon/archive/
0,Acapulco,acapulco,1995.0,ATP Mexico City 1995,acapulco-1995,https://www.flashscore.com/tennis/atp-singles/acapulco-1995/,https://www.flashscore.com/tennis/atp-singles/acapulco-1995/results/,https://www.flashscore.com/tennis/atp-singles/acapulco/archive/
1,Adelaide,adelaide,1995.0,ATP Adelaide 1995,adelaide-1995,https://www.flashscore.com/tennis/atp-singles/adelaide-1995/,https://www.flashscore.com/tennis/atp-singles/adelaide-1995/results/,https://www.flashscore.com/tennis/atp-singles/adelaide/archive/
5,Amsterdam,amsterdam,1995.0,ATP Amsterdam 1995,amsterdam-1995,https://www.flashscore.com/tennis/atp-singles/amsterdam-1995/,https://www.flashscore.com/tennis/atp-singles/amsterdam-1995/results/,https://www.flashscore.com/tennis/atp-singles/amsterdam/archive/
15,Auckland,auckland,1995.0,ATP Auckland 1995,auckland-1995,https://www.flashscore.com/tennis/atp-singles/auckland-1995/,https://www.flashscore.com/tennis/atp-singles/auckland-1995/results/,https://www.flashscore.com/tennis/atp-singles/auckland/archive/
16,Australian Open,australian-open,1995.0,ATP Australian Open 1995,australian-open-1995,https://www.flashscore.com/tennis/atp-singles/australian-open-1995/,https://www.flashscore.com/tennis/atp-singles/australian-open-1995/results/,https://www.flashscore.com/tennis/atp-singles/australian-open/archive/
19,Barcelona,barcelona,1995.0,ATP Barcelona 1995,barcelona-1995,https://www.flashscore.com/tennis/atp-singles/barcelona-1995/,https://www.flashscore.com/tennis/atp-singles/barcelona-1995/results/,https://www.flashscore.com/tennis/atp-singles/barcelona/archive/
20,Basel,basel,1995.0,ATP Basel 1995,basel-1995,https://www.flashscore.com/tennis/atp-singles/basel-1995/,https://www.flashscore.com/tennis/atp-singles/basel-1995/results/,https://www.flashscore.com/tennis/atp-singles/basel/archive/
21,Bastad,bastad,1995.0,ATP Bastad 1995,bastad-1995,https://www.flashscore.com/tennis/atp-singles/bastad-1995/,https://www.flashscore.com/tennis/atp-singles/bastad-1995/results/,https://www.flashscore.com/tennis/atp-singles/bastad/archive/
22,Beijing,beijing,1995.0,ATP Beijing 1995,beijing-1995,https://www.flashscore.com/tennis/atp-singles/beijing-1995/,https://www.flashscore.com/tennis/atp-singles/beijing-1995/results/,https://www.flashscore.com/tennis/atp-singles/beijing/archive/
26,Bermuda,bermuda,1995.0,ATP Bermuda 1995,bermuda-1995,https://www.flashscore.com/tennis/atp-singles/bermuda-1995/,https://www.flashscore.com/tennis/atp-singles/bermuda-1995/results/,https://www.flashscore.com/tennis/atp-singles/bermuda/archive/
28,Bogota,bogota,1995.0,ATP Bogota 1995,bogota-1995,https://www.flashscore.com/tennis/atp-singles/bogota-1995/,https://www.flashscore.com/tennis/atp-singles/bogota-1995/results/,https://www.flashscore.com/tennis/atp-singles/bogota/archive/
29,Bologna,bologna,1995.0,ATP Bologna 1995,bologna-1995,https://www.flashscore.com/tennis/atp-singles/bologna-1995/,https://www.flashscore.com/tennis/atp-singles/bologna-1995/results/,https://www.flashscore.com/tennis/atp-singles/bologna/archive/
38,Bucharest,bucharest,1995.0,ATP Bucharest 1995,bucharest-1995,https://www.flashscore.com/tennis/atp-singles/bucharest-1995/,https://www.flashscore.com/tennis/atp-singles/bucharest-1995/results/,https://www.flashscore.com/tennis/atp-singles/bucharest/archive/
40,Buenos Aires,buenos-aires,1995.0,ATP Buenos Aires 1995,buenos-aires-1995,https://www.flashscore.com/tennis/atp-singles/buenos-aires-1995/,https://www.flashscore.com/tennis/atp-singles/buenos-aires-1995/results/,https://www.flashscore.com/tennis/atp-singles/buenos-aires/archive/
43,Casablanca,casablanca,1995.0,ATP Casablanca 1995,casablanca-1995,https://www.flashscore.com/tennis/atp-singles/casablanca-1995/,https://www.flashscore.com/tennis/atp-singles/casablanca-1995/results/,https://www.flashscore.com/tennis/atp-singles/casablanca/archive/
47,Cincinnati,cincinnati,1995.0,ATP Cincinnati 1995,cincinnati-1995,https://www.flashscore.com/tennis/atp-singles/cincinnati-1995/,https://www.flashscore.com/tennis/atp-singles/cincinnati-1995/results/,https://www.flashscore.com/tennis/atp-singles/cincinnati/archive/
50,Copenhagen,copenhagen,1995.0,ATP Copenhagen 1995,copenhagen-1995,https://www.flashscore.com/tennis/atp-singles/copenhagen-1995/,https://www.flashscore.com/tennis/atp-singles/copenhagen-1995/results/,https://www.flashscore.com/tennis/atp-singles/copenhagen/archive/
62,Delray Beach,delray-beach,1995.0,ATP Coral Springs 1995,delray-beach-1995,https://www.flashscore.com/tennis/atp-singles/delray-beach-1995/,https://www.flashscore.com/tennis/atp-singles/delray-beach-1995/results/,https://www.flashscore.com/tennis/atp-singles/delray-beach/archive/
63,Doha,doha,1995.0,ATP Doha 1995,doha-1995,https://www.flashscore.com/tennis/atp-singles/doha-1995/,https://www.flashscore.com/tennis/atp-singles/doha-1995/results/,https://www.flashscore.com/tennis/atp-singles/doha/archive/
64,Dubai,dubai,1995.0,ATP Dubai 1995,dubai-1995,https://www.flashscore.com/tennis/atp-singles/dubai-1995/,https://www.flashscore.com/tennis/atp-singles/dubai-1995/results/,https://www.flashscore.com/tennis/atp-singles/dubai/archive/
68,Estoril,estoril,1995.0,ATP Estoril 1995,estoril-1995,https://www.flashscore.com/tennis/atp-singles/estoril-1995/,https://www.flashscore.com/tennis/atp-singles/estoril-1995/results/,https://www.flashscore.com/tennis/atp-singles/estoril/archive/
69,Finals - Turin,finals-turin,1995.0,ATP World Tour Finals - Frankfurt 1995,finals-turin-1995,https://www.flashscore.com/tennis/atp-singles/finals-turin-1995/,https://www.flashscore.com/tennis/atp-singles/finals-turin-1995/results/,https://www.flashscore.com/tennis/atp-singles/finals-turin/archive/
71,French Open,french-open,1995.0,ATP French Open 1995,french-open-1995,https://www.flashscore.com/tennis/atp-singles/french-open-1995/,https://www.flashscore.com/tennis/atp-singles/french-open-1995/results/,https://www.flashscore.com/tennis/atp-singles/french-open/archive/
75,Grand Slam Cup,grand-slam-cup,1995.0,ATP Grand Slam Cup 1995,grand-slam-cup-1995,https://www.flashscore.com/tennis/atp-singles/grand-slam-cup-1995/,https://www.flashscore.com/tennis/atp-singles/grand-slam-cup-1995/results/,https://www.flashscore.com/tennis/atp-singles/grand-slam-cup/archive/
76,Gstaad,gstaad,1995.0,ATP Gstaad 1995,gstaad-1995,https://www.flashscore.com/tennis/atp-singles/gstaad-1995/,https://www.flashscore.com/tennis/atp-singles/gstaad-1995/results/,https://www.flashscore.com/tennis/atp-singles/gstaad/archive/
78,Halle,halle,1995.0,ATP Halle 1995,halle-1995,https://www.flashscore.com/tennis/atp-singles/halle-1995/,https://www.flashscore.com/tennis/atp-singles/halle-1995/results/,https://www.flashscore.com/tennis/atp-singles/halle/archive/
79,Hamburg,hamburg,1995.0,ATP Hamburg 1995,hamburg-1995,https://www.flashscore.com/tennis/atp-singles/hamburg-1995/,https://www.flashscore.com/tennis/atp-singles/hamburg-1995/results/,https://www.flashscore.com/tennis/atp-singles/hamburg/archive/
81,Hertogenbosch,hertogenbosch,1995.0,ATP Rosmalen 1995,hertogenbosch-1995,https://www.flashscore.com/tennis/atp-singles/hertogenbosch-1995/,https://www.flashscore.com/tennis/atp-singles/hertogenbosch-1995/results/,https://www.flashscore.com/tennis/atp-singles/hertogenbosch/archive/
83,Hong Kong,hong-kong,1995.0,ATP Hong Kong 1995,hong-kong-1995,https://www.flashscore.com/tennis/atp-singles/hong-kong-1995/,https://www.flashscore.com/tennis/atp-singles/hong-kong-1995/results/,https://www.flashscore.com/tennis/atp-singles/hong-kong/archive/
85,Houston,houston,1995.0,ATP Pinehurst 1995,houston-1995,https://www.flashscore.com/tennis/atp-singles/houston-1995/,https://www.flashscore.com/tennis/atp-singles/houston-1995/results/,https://www.flashscore.com/tennis/atp-singles/houston/archive/
86,Indian Wells,indian-wells,1995.0,ATP Indian Wells 1995,indian-wells-1995,https://www.flashscore.com/tennis/atp-singles/indian-wells-1995/,https://www.flashscore.com/tennis/atp-singles/indian-wells-1995/results/,https://www.flashscore.com/tennis/atp-singles/indian-wells/archive/
87,Indianapolis,indianapolis,1995.0,ATP Indianapolis 1995,indianapolis-1995,https://www.flashscore.com/tennis/atp-singles/indianapolis-1995/,https://www.flashscore.com/tennis/atp-singles/indianapolis-1995/results/,https://www.flashscore.com/tennis/atp-singles/indianapolis/archive/
90,Jakarta,jakarta,1995.0,ATP Jakarta 1995,jakarta-1995,https://www.flashscore.com/tennis/atp-singles/jakarta-1995/,https://www.flashscore.com/tennis/atp-singles/jakarta-1995/results/,https://www.flashscore.com/tennis/atp-singles/jakarta/archive/
91,Johannesburg,johannesburg,1995.0,ATP Johannesburg 1995,johannesburg-1995,https://www.flashscore.com/tennis/atp-singles/johannesburg-1995/,https://www.flashscore.com/tennis/atp-singles/johannesburg-1995/results/,https://www.flashscore.com/tennis/atp-singles/johannesburg/archive/
92,Kitzbuhel,kitzbuhel,1995.0,ATP Kitzbuhel 1995,kitzbuhel-1995,https://www.flashscore.com/tennis/atp-singles/kitzbuhel-1995/,https://www.flashscore.com/tennis/atp-singles/kitzbuhel-1995/results/,https://www.flashscore.com/tennis/atp-singles/kitzbuhel/archive/
97,London,london,1995.0,ATP London 1995,london-1995,https://www.flashscore.com/tennis/atp-singles/london-1995/,https://www.flashscore.com/tennis/atp-singles/london-1995/results/,https://www.flashscore.com/tennis/atp-singles/london/archive/
98,Long Island,long-island,1995.0,ATP Long Island 1995,long-island-1995,https://www.flashscore.com/tennis/atp-singles/long-island-1995/,https://www.flashscore.com/tennis/atp-singles/long-island-1995/results/,https://www.flashscore.com/tennis/atp-singles/long-island/archive/
99,Los Angeles,los-angeles,1995.0,ATP Los Angeles 1995,los-angeles-1995,https://www.flashscore.com/tennis/atp-singles/los-angeles-1995/,https://www.flashscore.com/tennis/atp-singles/los-angeles-1995/results/,https://www.flashscore.com/tennis/atp-singles/los-angeles/archive/
103,Lyon 3,lyon-3,1995.0,ATP Lyon 3 1995,lyon-3-1995,https://www.flashscore.com/tennis/atp-singles/lyon-3-1995/,https://www.flashscore.com/tennis/atp-singles/lyon-3-1995/results/,https://www.flashscore.com/tennis/atp-singles/lyon-3/archive/
111,Marseille,marseille,1995.0,ATP Marseille 1995,marseille-1995,https://www.flashscore.com/tennis/atp-singles/marseille-1995/,https://www.flashscore.com/tennis/atp-singles/marseille-1995/results/,https://www.flashscore.com/tennis/atp-singles/marseille/archive/
116,Memphis,memphis,1995.0,ATP Memphis 1995,memphis-1995,https://www.flashscore.com/tennis/atp-singles/memphis-1995/,https://www.flashscore.com/tennis/atp-singles/memphis-1995/results/,https://www.flashscore.com/tennis/atp-singles/memphis/archive/
119,Miami,miami,1995.0,ATP Miami 1995,miami-1995,https://www.flashscore.com/tennis/atp-singles/miami-1995/,https://www.flashscore.com/tennis/atp-singles/miami-1995/results/,https://www.flashscore.com/tennis/atp-singles/miami/archive/
120,Milan,milan,1995.0,ATP Milan 1995,milan-1995,https://www.flashscore.com/tennis/atp-singles/milan-1995/,https://www.flashscore.com/tennis/atp-singles/milan-1995/results/,https://www.flashscore.com/tennis/atp-singles/milan/archive/
121,Monte Carlo,monte-carlo,1995.0,ATP Monte Carlo 1995,monte-carlo-1995,https://www.flashscore.com/tennis/atp-singles/monte-carlo-1995/,https://www.flashscore.com/tennis/atp-singles/monte-carlo-1995/results/,https://www.flashscore.com/tennis/atp-singles/monte-carlo/archive/
124,Montreal,montreal,1995.0,ATP Montreal 1995,montreal-1995,https://www.flashscore.com/tennis/atp-singles/montreal-1995/,https://www.flashscore.com/tennis/atp-singles/montreal-1995/results/,https://www.flashscore.com/tennis/atp-singles/montreal/archive/
125,Moscow,moscow,1995.0,ATP Moscow 1995,moscow-1995,https://www.flashscore.com/tennis/atp-singles/moscow-1995/,https://www.flashscore.com/tennis/atp-singles/moscow-1995/results/,https://www.flashscore.com/tennis/atp-singles/moscow/archive/
