Aces_left,Aces_right,Double Faults_left,Double Faults_right,1st serve percentage_left,1st serve percentage_right,1st serve points won_left,1st serve points won_right,2nd serve points won_left,2nd serve points won_right,Break Points Saved_left,Break Points Saved_right,1st return points won_left,1st return points won_right,2nd return points won_left,2nd return points won_right,Break Points Converted_left,Break Points Converted_right,Winners_left,Winners_right,Unforced errors_left,Unforced errors_right,Net points won_left,Net points won_right,Service Points Won_left,Service Points Won_right,Return Points Won_left,Return Points Won_right,Total Points Won_left,Total Points Won_right,Service games won_left,Service games won_right,Return games won_left,Return games won_right,Total games won_left,Total games won_right,player_left,player_right,date,match_info,match_result_sets,sets_played,best_of_estimate,score_full,set_1_score,set_1_tiebreak,set_2_score,set_2_tiebreak,set_3_score,set_3_tiebreak,set_4_score,set_4_tiebreak,set_5_score,set_5_tiebreak
10,7,6,8,53%,69%,"80%
(53/66)","60%
(49/81)","46%
(27/59)","38%
(14/37)",10/13,9/16,"40%
(32/81)","20%
(13/66)","41%
(15/37)","44%
(26/59)",7/16,3/13,50,36,46,58,"84%
(26/31)","50%
(12/24)","69%
(86/125)","60%
(71/118)","40%
(47/118)","31%
(39/125)","58%
(141/243)","43%
(105/243)","84%
(16/19)","61%
(11/18)","39%
(7/18)","16%
(3/19)","62%
(23/37)","38%
(14/37)",krajinovic-filip,andujar-pablo,11.02.2021 03:50,australian-open-2021,3-1,4,5,3-1 | 6-2 | 5-7 | 6-1 | 6-4,6-2,,5-7,,6-1,,6-4,,,
12,4,2,4,66%,62%,"76%
(39/51)","63%
(43/68)","77%
(20/26)","46%
(19/41)",2/2,10/14,"37%
(25/68)","24%
(12/51)","44%
(18/41)","15%
(4/26)",4/14,0/2,31,29,21,54,"75%
(3/4)","70%
(16/23)","77%
(59/77)","57%
(62/109)","43%
(47/109)","23%
(18/77)","57%
(106/186)","43%
(80/186)","100%
(14/14)","71%
(10/14)","29%
(4/14)","0%
(0/14)","64%
(18/28)","36%
(10/28)",khachanov-karen,berankis-ricardas,11.02.2021 02:10,australian-open-2021,3-0,3,5,3-0 | 6-2 | 6-4 | 6-4,6-2,,6-4,,6-4,,,,,
11,4,4,4,67%,61%,"66%
(59/89)","68%
(48/71)","60%
(26/43)","49%
(22/45)",10/13,6/11,"32%
(23/71)","34%
(30/89)","42%
(19/45)","30%
(13/43)",5/11,3/13,35,50,35,59,"67%
(8/12)","68%
(27/40)","67%
(89/132)","64%
(74/116)","36%
(42/116)","33%
(43/132)","53%
(131/248)","47%
(117/248)","85%
(17/20)","74%
(14/19)","26%
(5/19)","15%
(3/20)","56%
(22/39)","44%
(17/39)",ruud-casper,paul-tommy,11.02.2021 01:50,australian-open-2021,3-1,4,5,3-1 | 3-6 | 6-2 | 6-4 | 7-5,3-6,,6-2,,6-4,,7-5,,,
7,2,5,8,62%,67%,"63%
(52/83)","64%
(56/88)","44%
(22/50)","43%
(19/44)",10/18,7/15,"36%
(32/88)","37%
(31/83)","39%
(17/44)","46%
(23/50)",8/15,8/18,43,25,60,50,"63%
(19/30)","55%
(16/29)","56%
(74/133)","57%
(75/132)","43%
(57/132)","44%
(59/133)","49%
(131/265)","51%
(134/265)","60%
(12/20)","60%
(12/20)","40%
(8/20)","40%
(8/20)","50%
(20/40)","50%
(20/40)",alcaraz-garfia-carlos,ymer-mikael,11.02.2021 01:40,australian-open-2021,1-3,4,5,1-3 | 6-2 | 4-6 | 4-6 | 6-7(5-7),6-2,,4-6,,4-6,,6-7,5-7,,
21,25,7,5,58%,65%,"78%
(64/82)","87%
(71/82)","49%
(29/59)","51%
(23/45)",4/8,2/4,"13%
(11/82)","22%
(18/82)","38%
(17/45)","39%
(23/59)",2/4,4/8,49,49,57,51,"75%
(12/16)","86%
(12/14)","66%
(93/141)","74%
(95/129)","26%
(34/129)","34%
(48/141)","47%
(127/270)","53%
(143/270)","82%
(18/22)","91%
(21/23)","9%
(2/23)","18%
(4/22)","44%
(20/45)","56%
(25/45)",popyrin-alexei,harris-lloyd,11.02.2021 01:35,australian-open-2021,2-3,5,5,2-3 | 2-6 | 6-1 | 3-6 | 7-6(7-5) | 3-6,2-6,,6-1,,3-6,,7-6,7-5,3-6,
16,10,0,2,63%,67%,"83%
(49/59)","72%
(53/74)","74%
(25/34)","61%
(22/36)",4/4,7/9,"28%
(21/74)","17%
(10/59)","33%
(12/36)","26%
(9/34)",2/9,0/4,45,25,37,35,"79%
(11/14)","67%
(6/9)","80%
(74/93)","68%
(75/110)","32%
(35/110)","20%
(19/93)","54%
(109/203)","46%
(94/203)","100%
(16/16)","88%
(14/16)","13%
(2/16)","0%
(0/16)","56%
(18/32)","44%
(14/32)",rublev-andrey,monteiro-thiago,11.02.2021 01:10,australian-open-2021,3-0,3,5,3-0 | 6-4 | 6-4 | 7-6(10-8),6-4,,6-4,,7-6,10-8,,,,
16,15,4,3,61%,75%,"80%
(75/94)","75%
(80/106)","57%
(34/60)","60%
(21/35)",9/11,0/3,"25%
(26/106)","20%
(19/94)","31%
(11/35)","37%
(22/60)",3/3,2/11,42,37,50,54,"75%
(60/80)","83%
(19/23)","71%
(109/154)","72%
(101/141)","28%
(40/141)","29%
(45/154)","51%
(149/295)","49%
(146/295)","92%
(24/26)","88%
(23/26)","12%
(3/26)","8%
(2/26)","52%
(27/52)","48%
(25/52)",lopez-feliciano,sonego-lorenzo,11.02.2021 00:10,australian-open-2021,3-2,5,5,3-2 | 5-7 | 3-6 | 6-3 | 7-5 | 6-4,5-7,,3-6,,6-3,,7-5,,6-4,
10,6,4,3,68%,69%,"81%
(47/58)","55%
(33/60)","63%
(17/27)","52%
(14/27)",4/4,5/9,"45%
(27/60)","19%
(11/58)","37%
(10/27)","22%
(6/27)",4/9,0/4,26,21,18,45,"89%
(8/9)","42%
(10/24)","75%
(64/85)","54%
(47/87)","46%
(40/87)","25%
(21/85)","60%
(104/172)","40%
(68/172)","100%
(14/14)","69%
(9/13)","31%
(4/13)","0%
(0/14)","67%
(18/27)","33%
(9/27)",dimitrov-grigor,bolt-alex,10.02.2021 11:10,australian-open-2021,3-0,3,5,3-0 | 7-6(7-1) | 6-1 | 6-2,7-6,7-1,6-1,,6-2,,,,,
10,15,9,3,62%,71%,"64%
(41/64)","82%
(51/62)","60%
(24/40)","60%
(15/25)",6/10,4/4,"18%
(11/62)","36%
(23/64)","28%
(7/25)","18%
(7/40)",0/4,4/10,36,42,30,11,"59%
(59/100)","67%
(8/12)","63%
(65/104)","76%
(66/87)","24%
(21/87)","38%
(39/104)","45%
(86/191)","55%
(105/191)","75%
(12/16)","100%
(15/15)","0%
(0/15)","25%
(4/16)","39%
(12/31)","61%
(19/31)",cressy-maxime,zverev-alexander,10.02.2021 09:45,australian-open-2021,0-3,3,5,0-3 | 5-7 | 4-6 | 3-6,5-7,,4-6,,3-6,,,,,
30,27,5,4,68%,69%,"80%
(83/104)","78%
(91/117)","50%
(24/48)","44%
(23/52)",2/5,6/9,"22%
(26/117)","20%
(21/104)","48%
(25/52)","40%
(19/48)",3/9,3/5,65,72,43,39,"63%
(20/32)","52%
(15/29)","70%
(107/152)","67%
(114/169)","33%
(55/169)","30%
(45/152)","50%
(162/321)","50%
(159/321)","88%
(23/26)","89%
(24/27)","11%
(3/27)","12%
(3/26)","49%
(26/53)","51%
(27/53)",kyrgios-nick,humbert-ugo,10.02.2021 08:45,australian-open-2021,3-2,5,5,3-2 | 5-7 | 6-4 | 3-6 | 7-6(7-2) | 6-4,5-7,,6-4,,3-6,,7-6,7-2,6-4,
36,3,4,4,70%,62%,"80%
(60/75)","81%
(62/77)","47%
(15/32)","56%
(27/48)",1/3,6/8,"19%
(15/77)","20%
(15/75)","35%
(17/48)","41%
(13/32)",2/8,2/3,63,46,33,22,"52%
(11/21)","69%
(9/13)","70%
(75/107)","71%
(89/125)","29%
(36/125)","30%
(32/107)","48%
(111/232)","52%
(121/232)","89%
(17/19)","90%
(18/20)","10%
(2/20)","11%
(2/19)","49%
(19/39)","51%
(20/39)",vesely-jiri,carreno-busta-pablo,10.02.2021 08:00,australian-open-2021,1-3,4,5,1-3 | 3-6 | 6-7(3-7) | 6-2 | 4-6,3-6,,6-7,3-7,6-2,,4-6,,,
10,5,2,2,65%,63%,"82%
(40/49)","57%
(30/53)","50%
(13/26)","39%
(12/31)",2/3,10/16,"43%
(23/53)","18%
(9/49)","55%
(17/31)","42%
(11/26)",6/16,1/3,41,17,19,31,"100%
(16/16)","14%
(1/7)","71%
(53/75)","50%
(42/84)","50%
(42/84)","29%
(22/75)","60%
(95/159)","40%
(64/159)","92%
(12/13)","50%
(6/12)","50%
(6/12)","8%
(1/13)","72%
(18/25)","28%
(7/25)",mannarino-adrian,kecmanovic-miomir,10.02.2021 07:45,australian-open-2021,3-0,3,5,3-0 | 6-1 | 6-2 | 6-4,6-1,,6-2,,6-4,,,,,
16,6,7,5,60%,54%,"84%
(42/50)","57%
(29/51)","55%
(18/33)","41%
(18/44)",7/7,5/11,"45%
(23/51)","16%
(8/50)","48%
(21/44)","24%
(8/33)",6/11,0/7,37,18,22,40,"87%
(13/15)","44%
(4/9)","72%
(60/83)","49%
(47/95)","51%
(48/95)","28%
(23/83)","61%
(108/178)","39%
(70/178)","100%
(12/12)","50%
(6/12)","50%
(6/12)","0%
(0/12)","75%
(18/24)","25%
(6/24)",shapovalov-denis,tomic-bernard,10.02.2021 05:15,australian-open-2021,3-0,3,5,3-0 | 6-1 | 6-3 | 6-2,6-1,,6-3,,6-2,,,,,
43,18,7,7,66%,61%,"75%
(92/122)","75%
(92/122)","51%
(32/63)","55%
(42/77)",10/13,14/16,"25%
(30/122)","25%
(30/122)","36%
(28/77)","38%
(24/63)",2/16,3/13,91,54,73,33,"58%
(15/26)","69%
(9/13)","67%
(124/185)","67%
(134/199)","33%
(65/199)","33%
(61/185)","49%
(189/384)","51%
(195/384)","89%
(24/27)","93%
(25/27)","7%
(2/27)","11%
(3/27)","48%
(26/54)","52%
(28/54)",opelka-reilly,fritz-taylor,10.02.2021 04:55,australian-open-2021,2-3,5,5,2-3 | 6-4 | 6-7(6-8) | 7-6(7-4) | 6-7(5-7) | 2-6,6-4,,6-7,6-8,7-6,7-4,6-7,5-7,2-6,
25,6,10,3,55%,70%,"80%
(57/71)","70%
(72/103)","41%
(24/58)","50%
(22/44)",5/9,17/20,"30%
(31/103)","20%
(14/71)","43%
(19/44)","41%
(24/58)",3/20,4/9,57,34,54,34,"54%
(14/26)","74%
(28/38)","63%
(81/129)","64%
(94/147)","36%
(53/147)","37%
(48/129)","49%
(134/276)","51%
(142/276)","80%
(16/20)","86%
(18/21)","14%
(3/21)","20%
(4/20)","46%
(19/41)","54%
(22/41)",bublik-alexander,lajovic-dusan,10.02.2021 04:35,australian-open-2021,1-3,4,5,1-3 | 4-6 | 6-7(4-7) | 6-4 | 3-6,4-6,,6-7,4-7,6-4,,3-6,,,
7,1,2,3,70%,58%,"81%
(38/47)","60%
(26/43)","65%
(13/20)","35%
(11/31)",2/2,6/12,"40%
(17/43)","19%
(9/47)","55%
(17/31)","25%
(5/20)",6/12,0/2,34,18,21,38,"93%
(14/15)","47%
(8/17)","76%
(51/67)","50%
(37/74)","50%
(37/74)","24%
(16/67)","62%
(88/141)","38%
(53/141)","100%
(12/12)","50%
(6/12)","50%
(6/12)","0%
(0/12)","75%
(18/24)","25%
(6/24)",thiem-dominic,koepfer-dominik,10.02.2021 04:25,australian-open-2021,3-0,3,5,3-0 | 6-4 | 6-0 | 6-2,6-4,,6-0,,6-2,,,,,
26,23,5,8,62%,53%,"84%
(62/74)","74%
(58/78)","59%
(27/46)","49%
(34/70)",1/3,9/14,"26%
(20/78)","16%
(12/74)","40%
(28/70)","30%
(14/46)",5/14,2/3,56,49,37,42,"75%
(12/16)","54%
(21/39)","74%
(89/120)","62%
(92/148)","38%
(56/148)","26%
(31/120)","54%
(145/268)","46%
(123/268)","90%
(19/21)","76%
(16/21)","24%
(5/21)","10%
(2/21)","57%
(24/42)","43%
(18/42)",djokovic-novak,tiafoe-frances,10.02.2021 03:50,australian-open-2021,3-1,4,5,3-1 | 6-3 | 6-7(3-7) | 7-6(7-2) | 6-3,6-3,,6-7,3-7,7-6,7-2,6-3,,,
3,26,3,6,60%,64%,"62%
(42/68)","93%
(52/56)","53%
(24/45)","65%
(20/31)",10/16,0/0,"7%
(4/56)","38%
(26/68)","16%
(5/31)","40%
(18/45)",0/0,6/16,18,70,14,36,"38%
(3/8)","74%
(34/46)","58%
(66/113)","83%
(72/87)","17%
(15/87)","42%
(47/113)","41%
(81/200)","60%
(119/200)","67%
(12/18)","100%
(18/18)","0%
(0/18)","33%
(6/18)","33%
(12/36)","67%
(24/36)",moutet-corentin,raonic-milos,10.02.2021 02:55,australian-open-2021,1-3,4,5,1-3 | 7-6(7-1) | 1-6 | 1-6 | 4-6,7-6,7-1,1-6,,1-6,,4-6,,,
3,19,1,3,68%,62%,"56%
(28/50)","81%
(35/43)","50%
(12/24)","58%
(15/26)",4/10,0/0,"19%
(8/43)","44%
(22/50)","31%
(8/26)","46%
(11/24)",0/0,6/10,10,38,18,23,"50%
(11/22)","73%
(11/15)","54%
(40/74)","72%
(50/69)","28%
(19/69)","46%
(34/74)","41%
(59/143)","59%
(84/143)","54%
(7/13)","100%
(12/12)","0%
(0/12)","46%
(6/13)","28%
(7/25)","72%
(18/25)",duckworth-james,auger-aliassime-felix,10.02.2021 01:45,australian-open-2021,0-3,3,5,0-3 | 4-6 | 1-6 | 2-6,4-6,,1-6,,2-6,,,,,
5,0,5,1,64%,68%,"40%
(19/47)","68%
(28/41)","35%
(9/26)","58%
(11/19)",6/15,2/4,"32%
(13/41)","60%
(28/47)","37%
(7/19)","46%
(12/26)",2/4,9/15,13,10,38,13,"57%
(4/7)","75%
(6/8)","38%
(28/73)","65%
(39/60)","35%
(21/60)","62%
(45/73)","37%
(49/133)","63%
(84/133)","25%
(3/12)","82%
(9/11)","18%
(2/11)","75%
(9/12)","22%
(5/23)","78%
(18/23)",muller-alexandre,schwartzman-diego,10.02.2021 01:45,australian-open-2021,0-3,3,5,0-3 | 2-6 | 0-6 | 3-6,2-6,,0-6,,3-6,,,,,
10,5,3,5,65%,68%,"57%
(44/77)","64%
(52/81)","50%
(21/42)","54%
(21/39)",8/14,5/10,"36%
(29/81)","43%
(33/77)","33%
(13/39)","43%
(18/42)",5/10,6/14,34,43,44,45,"58%
(14/24)","67%
(20/30)","55%
(65/119)","61%
(73/120)","39%
(47/120)","45%
(54/119)","47%
(112/239)","53%
(127/239)","67%
(12/18)","72%
(13/18)","28%
(5/18)","33%
(6/18)","47%
(17/36)","53%
(19/36)",ruusuvuori-emil,martinez-pedro,10.02.2021 01:40,australian-open-2021,1-3,4,5,1-3 | 6-1 | 3-6 | 2-6 | 6-7(5-7),6-1,,3-6,,2-6,,6-7,5-7,,
9,2,2,5,58%,57%,"65%
(64/99)","66%
(50/76)","54%
(38/71)","66%
(38/58)",11/17,1/6,"34%
(26/76)","35%
(35/99)","26%
(15/58)","44%
(31/71)",5/6,6/17,49,34,73,46,"68%
(25/37)","80%
(20/25)","60%
(102/170)","66%
(88/134)","34%
(46/134)","40%
(68/170)","49%
(148/304)","51%
(156/304)","76%
(19/25)","79%
(19/24)","21%
(5/24)","24%
(6/25)","49%
(24/49)","51%
(25/49)",wawrinka-stan,fucsovics-marton,10.02.2021 01:15,australian-open-2021,2-3,5,5,2-3 | 5-7 | 1-6 | 6-4 | 6-2 | 6-7(9-11),5-7,,1-6,,6-4,,6-2,,6-7,9-11
5,10,5,2,69%,59%,"39%
(20/51)","73%
(29/40)","30%
(7/23)","57%
(16/28)",8/17,5/5,"28%
(11/40)","61%
(31/51)","36%
(10/28)","48%
(11/23)",0/5,9/17,7,40,35,29,"60%
(3/5)","80%
(4/5)","36%
(27/74)","66%
(45/68)","34%
(23/68)","64%
(47/74)","35%
(50/142)","65%
(92/142)","10%
(1/10)","100%
(9/9)","0%
(0/9)","90%
(9/10)","5%
(1/19)","95%
(18/19)",gerasimov-egor,karatsev-aslan,10.02.2021 00:10,australian-open-2021,0-3,3,5,0-3 | 0-6 | 1-6 | 0-6,0-6,,1-6,,0-6,,,,,
1,0,1,6,59%,66%,"82%
(27/33)","58%
(26/45)","74%
(17/23)","17%
(4/23)",0/0,3/10,"42%
(19/45)","18%
(6/33)","57%
(13/23)","22%
(5/23)",7/10,0/0,25,6,25,26,"71%
(15/21)","63%
(5/8)","79%
(44/56)","44%
(30/68)","56%
(38/68)","21%
(12/56)","66%
(82/124)","34%
(42/124)","100%
(11/11)","36%
(4/11)","64%
(7/11)","0%
(0/11)","82%
(18/22)","18%
(4/22)",tsitsipas-stefanos,simon-gilles,09.02.2021 09:25,australian-open-2021,3-0,3,5,3-0 | 6-1 | 6-2 | 6-1,6-1,,6-2,,6-1,,,,,
5,12,5,2,56%,61%,"62%
(31/50)","77%
(43/56)","41%
(16/39)","42%
(15/36)",9/15,7/10,"23%
(13/56)","38%
(19/50)","53%
(19/36)","46%
(18/39)",3/10,6/15,23,30,38,31,"52%
(11/21)","73%
(11/15)","53%
(47/89)","63%
(58/92)","37%
(34/92)","47%
(42/89)","45%
(81/181)","55%
(100/181)","57%
(8/14)","80%
(12/15)","20%
(3/15)","43%
(6/14)","38%
(11/29)","62%
(18/29)",ivashka-ilya,safiullin-roman,09.02.2021 08:20,australian-open-2021,0-3,3,5,0-3 | 4-6 | 3-6 | 4-6,4-6,,3-6,,4-6,,,,,
18,14,2,1,76%,76%,"72%
(61/85)","89%
(64/72)","59%
(16/27)","65%
(15/23)",5/7,3/3,"11%
(8/72)","28%
(24/85)","30%
(7/23)","33%
(9/27)",0/3,2/7,36,45,29,15,"57%
(20/35)","75%
(9/12)","69%
(77/112)","83%
(79/95)","17%
(16/95)","31%
(35/112)","45%
(93/207)","55%
(114/207)","88%
(14/16)","100%
(17/17)","0%
(0/17)","13%
(2/16)","42%
(14/33)","58%
(19/33)",anderson-kevin,berrettini-matteo,09.02.2021 08:15,australian-open-2021,0-3,3,5,0-3 | 6-7(9-11) | 5-7 | 3-6,6-7,9-11,5-7,,3-6,,,,,
19,2,2,3,66%,56%,"83%
(34/41)","60%
(21/35)","71%
(15/21)","46%
(13/28)",1/1,1/7,"40%
(14/35)","17%
(7/41)","43%
(12/28)","19%
(4/21)",6/7,0/1,30,18,13,21,"71%
(5/7)","80%
(8/10)","79%
(49/62)","54%
(34/63)","46%
(29/63)","21%
(13/62)","62%
(78/125)","38%
(47/125)","100%
(12/12)","50%
(6/12)","50%
(6/12)","0%
(0/12)","75%
(18/24)","25%
(6/24)",kokkinakis-thanasi,kwon-soon-woo,09.02.2021 07:50,australian-open-2021,3-0,3,5,3-0 | 6-4 | 6-1 | 6-1,6-4,,6-1,,6-1,,,,,
4,5,2,1,69%,63%,"83%
(35/42)","58%
(26/45)","63%
(12/19)","50%
(13/26)",3/3,1/4,"42%
(19/45)","17%
(7/42)","46%
(12/26)","26%
(5/19)",3/4,0/3,27,16,17,29,"63%
(5/8)","53%
(10/19)","77%
(47/61)","55%
(39/71)","45%
(32/71)","23%
(14/61)","60%
(79/132)","40%
(53/132)","100%
(11/11)","70%
(7/10)","30%
(3/10)","0%
(0/11)","67%
(14/21)","33%
(7/21)",ruud-casper,thompson-jordan,09.02.2021 07:30,australian-open-2021,2-0,3,3,2-0 | 6-3 | 6-3 | 2-1,6-3,,6-3,,2-1,,,,,
2,9,8,3,55%,46%,"79%
(34/43)","72%
(28/39)","60%
(21/35)","49%
(22/45)",0/0,6/11,"33%
(13/39)","21%
(9/43)","42%
(19/45)","17%
(6/35)",5/11,0/0,16,19,28,46,"83%
(5/6)","75%
(12/16)","71%
(55/78)","60%
(50/84)","40%
(34/84)","29%
(23/78)","55%
(89/162)","45%
(73/162)","100%
(13/13)","64%
(9/14)","36%
(5/14)","0%
(0/13)","67%
(18/27)","33%
(9/27)",fognini-fabio,herbert-pierre-hugues,09.02.2021 07:10,australian-open-2021,3-0,3,5,3-0 | 6-4 | 6-2 | 6-3,6-4,,6-2,,6-3,,,,,
11,14,1,10,65%,50%,"80%
(51/64)","68%
(41/60)","56%
(19/34)","42%
(25/60)",5/6,6/12,"32%
(19/60)","20%
(13/64)","42%
(25/60)","41%
(14/34)",6/12,1/6,35,43,30,54,"86%
(18/21)","57%
(16/28)","71%
(70/98)","55%
(66/120)","45%
(54/120)","29%
(28/98)","57%
(124/218)","43%
(94/218)","94%
(16/17)","63%
(10/16)","38%
(6/16)","6%
(1/17)","67%
(22/33)","33%
(11/33)",machac-tomas,vilella-martinez-mario,09.02.2021 06:25,australian-open-2021,2-1,4,3,2-1 | 6-7(5-7) | 7-5 | 6-0 | 3-0,6-7,5-7,7-5,,6-0,,3-0,,,
9,8,7,4,63%,68%,"65%
(62/95)","71%
(57/80)","46%
(26/56)","59%
(22/37)",11/16,3/6,"29%
(23/80)","35%
(33/95)","30%
(11/37)","45%
(25/56)",3/6,5/16,33,42,56,40,"56%
(18/32)","61%
(19/31)","58%
(88/151)","68%
(79/117)","32%
(38/117)","42%
(63/151)","47%
(126/268)","53%
(142/268)","76%
(16/21)","86%
(18/21)","14%
(3/21)","24%
(5/21)","45%
(19/42)","55%
(23/42)",evans-daniel,norrie-cameron,09.02.2021 06:05,australian-open-2021,1-3,4,5,1-3 | 4-6 | 6-4 | 4-6 | 5-7,4-6,,6-4,,4-6,,5-7,,,
8,6,3,8,74%,53%,"81%
(57/70)","69%
(50/72)","64%
(16/25)","45%
(29/64)",2/4,14/19,"31%
(22/72)","19%
(13/70)","42%
(27/64)","24%
(6/25)",5/19,2/4,32,28,28,49,"78%
(18/23)","80%
(16/20)","77%
(73/95)","58%
(79/136)","42%
(57/136)","23%
(22/95)","56%
(130/231)","44%
(101/231)","89%
(17/19)","74%
(14/19)","26%
(5/19)","11%
(2/19)","58%
(22/38)","42%
(16/38)",carballes-baena-roberto,balazs-attila,09.02.2021 05:50,australian-open-2021,3-1,4,5,3-1 | 7-5 | 3-6 | 6-2 | 6-3,7-5,,3-6,,6-2,,6-3,,,
12,4,5,1,54%,67%,"64%
(34/53)","86%
(37/43)","39%
(18/46)","71%
(15/21)",6/12,0/0,"14%
(6/43)","36%
(19/53)","24%
(5/21)","50%
(23/46)",0/0,6/12,22,27,40,19,"38%
(8/21)","86%
(18/21)","53%
(52/99)","81%
(52/64)","19%
(12/64)","47%
(47/99)","39%
(64/163)","61%
(99/163)","54%
(7/13)","100%
(13/13)","0%
(0/13)","46%
(6/13)","27%
(7/26)","73%
(19/26)",sandgren-tennys,de-minaur-alex,09.02.2021 05:10,australian-open-2021,0-3,3,5,0-3 | 5-7 | 1-6 | 1-6,5-7,,1-6,,1-6,,,,,
9,16,8,3,66%,69%,"70%
(85/122)","65%
(79/122)","40%
(25/62)","57%
(32/56)",7/13,5/11,"35%
(43/122)","30%
(37/122)","38%
(21/56)","47%
(29/62)",6/11,6/13,58,65,80,73,"62%
(32/52)","60%
(36/60)","60%
(110/184)","62%
(111/178)","38%
(67/178)","40%
(74/184)","49%
(177/362)","51%
(184/362)","79%
(22/28)","79%
(23/29)","21%
(6/29)","21%
(6/28)","49%
(28/57)","51%
(29/57)",mmoh-michael,troicki-viktor,09.02.2021 04:55,australian-open-2021,3-2,5,5,3-2 | 7-6(7-3) | 6-7(3-7) | 3-6 | 7-6(7-3) | 7-5,7-6,7-3,6-7,3-7,3-6,,7-6,7-3,7-5,
8,5,8,0,58%,62%,"65%
(37/57)","80%
(37/46)","29%
(12/42)","46%
(13/28)",11/18,2/4,"20%
(9/46)","35%
(20/57)","54%
(15/28)","52%
(22/42)",2/4,7/18,29,19,49,25,"50%
(5/10)","70%
(7/10)","49%
(49/99)","68%
(50/74)","32%
(24/74)","51%
(50/99)","42%
(73/173)","58%
(100/173)","50%
(7/14)","85%
(11/13)","15%
(2/13)","50%
(7/14)","33%
(9/27)","67%
(18/27)",laaksonen-henri,caruso-salvatore,09.02.2021 04:30,australian-open-2021,0-3,3,5,0-3 | 2-6 | 4-6 | 3-6,2-6,,4-6,,3-6,,,,,
3,11,5,1,58%,72%,"62%
(38/61)","71%
(52/73)","47%
(21/45)","52%
(15/29)",9/14,7/10,"29%
(21/73)","38%
(23/61)","45%
(13/29)","42%
(19/45)",3/10,5/14,36,34,50,20,"57%
(8/14)","79%
(11/14)","56%
(59/106)","66%
(67/102)","34%
(35/102)","44%
(47/106)","45%
(94/208)","55%
(114/208)","69%
(11/16)","81%
(13/16)","19%
(3/16)","31%
(5/16)","44%
(14/32)","56%
(18/32)",basilashvili-nikoloz,paul-tommy,09.02.2021 04:20,australian-open-2021,0-3,3,5,0-3 | 4-6 | 6-7(0-7) | 4-6,4-6,,6-7,0-7,4-6,,,,,
4,5,5,1,55%,67%,"63%
(26/41)","83%
(40/48)","38%
(13/34)","46%
(11/24)",5/11,4/5,"17%
(8/48)","37%
(15/41)","50%
(12/24)","47%
(16/34)",1/5,6/11,20,19,36,24,"71%
(5/7)","78%
(7/9)","52%
(39/75)","71%
(51/72)","29%
(21/72)","48%
(36/75)","41%
(60/147)","59%
(87/147)","54%
(7/13)","92%
(12/13)","8%
(1/13)","46%
(6/13)","31%
(8/26)","69%
(18/26)",djere-laslo,nadal-rafael,09.02.2021 04:20,australian-open-2021,0-3,3,5,0-3 | 3-6 | 4-6 | 1-6,3-6,,4-6,,1-6,,,,,
10,11,6,4,53%,58%,"78%
(40/51)","78%
(46/59)","48%
(22/46)","62%
(26/42)",7/10,2/2,"22%
(13/59)","22%
(11/51)","29%
(12/42)","39%
(18/46)",0/2,3/10,30,36,31,19,"54%
(22/41)","64%
(9/14)","64%
(62/97)","71%
(72/101)","29%
(29/101)","36%
(35/97)","46%
(91/198)","54%
(107/198)","81%
(13/16)","100%
(16/16)","0%
(0/16)","19%
(3/16)","41%
(13/32)","59%
(19/32)",querrey-sam,sonego-lorenzo,09.02.2021 03:55,australian-open-2021,0-3,3,5,0-3 | 5-7 | 4-6 | 4-6,5-7,,4-6,,4-6,,,,,
6,8,3,2,58%,68%,"71%
(32/45)","78%
(39/50)","36%
(12/33)","67%
(16/24)",4/9,1/1,"22%
(11/50)","29%
(13/45)","25%
(6/24)","55%
(18/33)",0/1,5/9,25,20,43,13,"65%
(28/43)","80%
(8/10)","56%
(44/78)","74%
(55/74)","26%
(19/74)","44%
(34/78)","41%
(63/152)","59%
(89/152)","62%
(8/13)","100%
(13/13)","0%
(0/13)","38%
(5/13)","31%
(8/26)","69%
(18/26)",pospisil-vasek,medvedev-daniil,09.02.2021 03:45,australian-open-2021,0-3,3,5,0-3 | 2-6 | 2-6 | 4-6,2-6,,2-6,,4-6,,,,,
19,21,4,11,60%,48%,"72%
(56/78)","87%
(54/62)","67%
(35/52)","60%
(41/68)",2/6,2/4,"13%
(8/62)","28%
(22/78)","22%
(15/68)","25%
(13/52)",2/4,4/6,47,54,33,47,"42%
(11/26)","69%
(36/52)","70%
(91/130)","73%
(95/130)","27%
(35/130)","30%
(39/130)","48%
(126/260)","52%
(134/260)","82%
(18/22)","91%
(20/22)","9%
(2/22)","18%
(4/22)","45%
(20/44)","55%
(24/44)",tu-li,lopez-feliciano,09.02.2021 03:45,australian-open-2021,1-3,4,5,1-3 | 7-6(7-1) | 4-6 | 6-7(4-7) | 4-6,7-6,7-1,4-6,,6-7,4-7,4-6,,,
