Aces_left,Aces_right,Double Faults_left,Double Faults_right,1st serve percentage_left,1st serve percentage_right,1st serve points won_left,1st serve points won_right,2nd serve points won_left,2nd serve points won_right,Break Points Saved_left,Break Points Saved_right,1st return points won_left,1st return points won_right,2nd return points won_left,2nd return points won_right,Break Points Converted_left,Break Points Converted_right,Winners_left,Winners_right,Unforced errors_left,Unforced errors_right,Net points won_left,Net points won_right,Service Points Won_left,Service Points Won_right,Return Points Won_left,Return Points Won_right,Total Points Won_left,Total Points Won_right,Service games won_left,Service games won_right,Return games won_left,Return games won_right,Total games won_left,Total games won_right,player_left,player_right,date,match_info,match_result_sets,sets_played,best_of_estimate,score_full,set_1_score,set_1_tiebreak,set_2_score,set_2_tiebreak,set_3_score,set_3_tiebreak,set_4_score,set_4_tiebreak,set_5_score,set_5_tiebreak
2,3,2,4,51%,56%,"63%
(17/27)","57%
(16/28)","65%
(17/26)","36%
(8/22)",2/4,4/9,"43%
(12/28)","37%
(10/27)","45%
(10/22)","31%
(8/26)",5/9,2/4,,,,,,,"64%
(34/53)","48%
(24/50)","52%
(26/50)","36%
(19/53)","58%
(60/103)","42%
(43/103)","78%
(7/9)","44%
(4/9)","56%
(5/9)","22%
(2/9)","67%
(12/18)","33%
(6/18)",taberner-carlos,munar-jaume,07.10.2021 18:10,indian-wells-2021,2-0,2,3,2-0 | 6-3 | 6-3,6-3,,6-3,,,,,,,
5,3,2,1,56%,59%,"73%
(27/37)","67%
(22/33)","69%
(20/29)","61%
(14/23)",1/2,0/2,"33%
(11/33)","27%
(10/37)","35%
(8/23)","24%
(7/29)",2/2,1/2,,,,,,,"71%
(47/66)","64%
(36/56)","36%
(20/56)","29%
(19/66)","55%
(67/122)","45%
(55/122)","91%
(10/11)","80%
(8/10)","20%
(2/10)","9%
(1/11)","57%
(12/21)","43%
(9/21)",popyrin-alexei,kecmanovic-miomir,07.10.2021 18:05,indian-wells-2021,2-0,2,3,2-0 | 6-3 | 7-6(7-4),6-3,,7-6,7-4,,,,,,
27,7,13,10,59%,48%,"81%
(48/59)","63%
(31/49)","41%
(17/41)","54%
(29/54)",3/6,10/16,"37%
(18/49)","19%
(11/59)","28%
(15/54)","27%
(11/41)",6/16,3/6,,,,,,,"65%
(65/100)","58%
(60/103)","42%
(43/103)","35%
(35/100)","53%
(108/203)","47%
(95/203)","81%
(13/16)","63%
(10/16)","38%
(6/16)","19%
(3/16)","59%
(19/32)","41%
(13/32)",cressy-maxime,couacaud-enzo,06.10.2021 23:00,indian-wells-2021,2-1,3,3,2-1 | 7-5 | 6-7(2-7) | 6-2,7-5,,6-7,2-7,6-2,,,,,
2,2,7,6,69%,69%,"51%
(36/70)","61%
(37/61)","38%
(12/32)","52%
(14/27)",5/14,6/10,"39%
(24/61)","49%
(34/70)","26%
(7/27)","41%
(13/32)",4/10,9/14,,,,,,,"47%
(48/102)","58%
(51/88)","42%
(37/88)","53%
(54/102)","45%
(85/190)","55%
(105/190)","40%
(6/15)","69%
(9/13)","31%
(4/13)","60%
(9/15)","36%
(10/28)","64%
(18/28)",arnaboldi-andrea,olivo-renzo,06.10.2021 22:10,indian-wells-2021,1-2,3,3,1-2 | 1-6 | 7-6(8-6) | 3-6,1-6,,7-6,8-6,3-6,,,,,
2,1,1,0,63%,63%,"71%
(25/35)","48%
(24/50)","62%
(13/21)","62%
(18/29)",3/5,7/11,"52%
(26/50)","29%
(10/35)","38%
(11/29)","33%
(7/21)",4/11,2/5,,,,,,,"68%
(38/56)","53%
(42/79)","47%
(37/79)","32%
(18/56)","56%
(75/135)","44%
(60/135)","80%
(8/10)","60%
(6/10)","40%
(4/10)","20%
(2/10)","60%
(12/20)","40%
(8/20)",caruso-salvatore,quiroz-roberto,06.10.2021 22:10,indian-wells-2021,2-0,2,3,2-0 | 6-4 | 6-4,6-4,,6-4,,,,,,,
2,1,4,6,53%,65%,"75%
(24/32)","74%
(31/42)","71%
(20/28)","39%
(9/23)",4/4,3/6,"26%
(11/42)","25%
(8/32)","35%
(8/23)","14%
(4/28)",3/6,0/4,,,,,,,"73%
(44/60)","62%
(40/65)","38%
(25/65)","27%
(16/60)","55%
(69/125)","45%
(56/125)","100%
(10/10)","70%
(7/10)","30%
(3/10)","0%
(0/10)","65%
(13/20)","35%
(7/20)",marcora-roberto,viola-matteo,06.10.2021 22:10,indian-wells-2021,2-0,2,3,2-0 | 6-2 | 7-5,6-2,,7-5,,,,,,,
7,10,7,7,61%,53%,"70%
(37/53)","73%
(30/41)","50%
(17/34)","42%
(15/36)",4/7,2/7,"27%
(11/41)","30%
(16/53)","39%
(14/36)","29%
(10/34)",5/7,3/7,,,,,,,"62%
(54/87)","58%
(45/77)","42%
(32/77)","38%
(33/87)","52%
(86/164)","48%
(78/164)","79%
(11/14)","64%
(9/14)","36%
(5/14)","21%
(3/14)","57%
(16/28)","43%
(12/28)",van-de-zandschulp-botic,kwiatkowski-thai-son,06.10.2021 22:10,indian-wells-2021,2-1,3,3,2-1 | 6-4 | 4-6 | 6-2,6-4,,4-6,,6-2,,,,,
0,5,3,6,55%,53%,"57%
(24/42)","73%
(40/55)","47%
(16/34)","35%
(17/48)",2/7,12/16,"27%
(15/55)","43%
(18/42)","52%
(25/48)","44%
(15/34)",4/16,5/7,,,,,,,"53%
(40/76)","55%
(57/103)","45%
(46/103)","47%
(36/76)","48%
(86/179)","52%
(93/179)","58%
(7/12)","69%
(9/13)","31%
(4/13)","42%
(5/12)","44%
(11/25)","56%
(14/25)",nanda-govind,ilkel-cem,06.10.2021 20:20,indian-wells-2021,1-2,3,3,1-2 | 1-6 | 6-2 | 4-6,1-6,,6-2,,4-6,,,,,
3,1,5,4,56%,61%,"74%
(28/38)","94%
(29/31)","40%
(12/30)","40%
(8/20)",2/6,0/1,"6%
(2/31)","26%
(10/38)","40%
(8/20)","43%
(13/30)",1/1,4/6,,,,,,,"59%
(40/68)","73%
(37/51)","27%
(14/51)","41%
(28/68)","45%
(54/119)","55%
(65/119)","64%
(7/11)","90%
(9/10)","10%
(1/10)","36%
(4/11)","38%
(8/21)","62%
(13/21)",celikbilek-altug,sousa-joao,06.10.2021 20:10,indian-wells-2021,0-2,2,3,0-2 | 3-6 | 5-7,3-6,,5-7,,,,,,,
4,6,1,2,53%,65%,"63%
(17/27)","93%
(26/28)","38%
(9/24)","60%
(9/15)",2/6,3/3,"7%
(2/28)","37%
(10/27)","27%
(4/15)","58%
(14/24)",0/3,4/6,,,,,,,"51%
(26/51)","81%
(35/43)","19%
(8/43)","49%
(25/51)","36%
(34/94)","64%
(60/94)","43%
(3/7)","100%
(8/8)","0%
(0/8)","57%
(4/7)","20%
(3/15)","80%
(12/15)",donskoy-evgeny,tabilo-alejandro,06.10.2021 20:10,indian-wells-2021,0-2,2,3,0-2 | 2-6 | 1-6,2-6,,1-6,,,,,,,
0,9,3,1,45%,57%,"58%
(15/26)","71%
(25/35)","44%
(14/32)","58%
(15/26)",8/12,4/5,"29%
(10/35)","42%
(11/26)","38%
(10/26)","47%
(15/32)",1/5,4/12,,,,,,,"50%
(29/58)","66%
(40/61)","34%
(21/61)","50%
(29/58)","42%
(50/119)","58%
(69/119)","50%
(4/8)","89%
(8/9)","11%
(1/9)","50%
(4/8)","29%
(5/17)","71%
(12/17)",fratangelo-bjorn,vukic-aleksandar,06.10.2021 20:10,indian-wells-2021,0-2,2,3,0-2 | 1-6 | 4-6,1-6,,4-6,,,,,,,
6,3,1,3,58%,74%,"65%
(22/34)","74%
(34/46)","40%
(10/25)","50%
(8/16)",3/7,2/3,"26%
(12/46)","35%
(12/34)","31%
(5/16)","56%
(14/25)",1/3,4/7,,,,,,,"54%
(32/59)","68%
(42/62)","32%
(20/62)","46%
(27/59)","43%
(52/121)","57%
(69/121)","56%
(5/9)","89%
(8/9)","11%
(1/9)","44%
(4/9)","33%
(6/18)","67%
(12/18)",kukushkin-mikhail,escobedo-ernesto,06.10.2021 20:10,indian-wells-2021,0-2,2,3,0-2 | 2-6 | 4-6,2-6,,4-6,,,,,,,
4,12,1,1,67%,68%,"81%
(39/48)","88%
(35/40)","54%
(13/24)","37%
(7/19)",1/1,0/1,"13%
(5/40)","19%
(9/48)","58%
(11/19)","42%
(10/24)",1/1,0/1,,,,,,,"72%
(52/72)","71%
(42/59)","29%
(17/59)","28%
(20/72)","53%
(69/131)","47%
(62/131)","100%
(11/11)","90%
(9/10)","10%
(1/10)","0%
(0/11)","57%
(12/21)","43%
(9/21)",gomez-emilio,karlovic-ivo,06.10.2021 18:10,indian-wells-2021,2-0,2,3,2-0 | 6-3 | 7-6(9-7),6-3,,7-6,9-7,,,,,,
3,11,5,6,64%,62%,"57%
(28/49)","69%
(37/54)","43%
(12/28)","36%
(12/33)",6/12,6/10,"31%
(17/54)","43%
(21/49)","45%
(15/33)","39%
(11/28)",4/10,6/12,,,,,,,"52%
(40/77)","56%
(49/87)","44%
(38/87)","48%
(37/77)","48%
(78/164)","52%
(86/164)","54%
(7/13)","69%
(9/13)","31%
(4/13)","46%
(6/13)","42%
(11/26)","58%
(15/26)",kozlov-stefan,eubanks-christopher,06.10.2021 18:10,indian-wells-2021,1-2,3,3,1-2 | 6-2 | 0-6 | 5-7,6-2,,0-6,,5-7,,,,,
2,11,7,10,52%,42%,"66%
(40/61)","70%
(31/44)","46%
(26/57)","54%
(33/61)",7/12,4/8,"30%
(13/44)","34%
(21/61)","30%
(18/61)","42%
(24/57)",4/8,5/12,,,,,,,"56%
(66/118)","61%
(64/105)","39%
(41/105)","44%
(52/118)","48%
(107/223)","52%
(116/223)","71%
(12/17)","75%
(12/16)","25%
(4/16)","29%
(5/17)","48%
(16/33)","52%
(17/33)",harrison-christian,couacaud-enzo,06.10.2021 02:25,indian-wells-2021,1-2,3,3,1-2 | 3-6 | 7-5 | 6-7(2-7),3-6,,7-5,,6-7,2-7,,,,
5,8,2,1,62%,60%,"80%
(36/45)","74%
(39/53)","68%
(19/28)","60%
(21/35)",0/1,2/4,"26%
(14/53)","20%
(9/45)","37%
(13/35)","25%
(7/28)",2/4,1/1,,,,,,,"75%
(55/73)","68%
(60/88)","32%
(28/88)","25%
(18/73)","52%
(83/161)","48%
(78/161)","93%
(13/14)","87%
(13/15)","13%
(2/15)","7%
(1/14)","52%
(15/29)","48%
(14/29)",quiroz-roberto,ramanathan-ramkumar,06.10.2021 02:05,indian-wells-2021,2-1,3,3,2-1 | 6-4 | 3-6 | 6-4,6-4,,3-6,,6-4,,,,,
5,11,4,7,62%,54%,"65%
(45/69)","88%
(49/56)","49%
(21/43)","46%
(22/48)",5/9,4/6,"13%
(7/56)","35%
(24/69)","40%
(19/48)","42%
(18/43)",2/6,4/9,,,,,,,"59%
(65/110)","68%
(71/104)","32%
(33/104)","41%
(45/110)","46%
(98/214)","54%
(116/214)","75%
(12/16)","88%
(14/16)","13%
(2/16)","25%
(4/16)","44%
(14/32)","56%
(18/32)",bolt-alex,marcora-roberto,06.10.2021 02:00,indian-wells-2021,1-2,3,3,1-2 | 7-6(7-5) | 6-7(5-7) | 2-6,7-6,7-5,6-7,5-7,2-6,,,,,
4,1,1,6,65%,54%,"85%
(22/26)","45%
(14/31)","71%
(10/14)","46%
(12/26)",0/0,1/5,"55%
(17/31)","15%
(4/26)","31%
(8/26)","21%
(3/14)",4/5,0/0,,,,,,,"80%
(32/40)","46%
(26/57)","54%
(31/57)","20%
(8/40)","65%
(63/97)","35%
(34/97)","100%
(8/8)","43%
(3/7)","57%
(4/7)","0%
(0/8)","80%
(12/15)","20%
(3/15)",caruso-salvatore,kubler-jason,06.10.2021 01:30,indian-wells-2021,2-0,2,3,2-0 | 6-0 | 6-3,6-0,,6-3,,,,,,,
0,16,4,1,66%,65%,"65%
(45/69)","72%
(49/68)","53%
(19/36)","47%
(17/36)",5/8,2/5,"28%
(19/68)","35%
(24/69)","50%
(18/36)","36%
(13/36)",3/5,3/8,,,,,,,"62%
(67/108)","63%
(67/106)","37%
(39/106)","38%
(41/108)","50%
(106/214)","50%
(108/214)","80%
(12/15)","80%
(12/15)","20%
(3/15)","20%
(3/15)","50%
(15/30)","50%
(15/30)",viola-matteo,kokkinakis-thanasi,06.10.2021 01:20,indian-wells-2021,2-1,3,3,2-1 | 6-3 | 3-6 | 7-6(11-9),6-3,,3-6,,7-6,11-9,,,,
9,5,6,8,52%,51%,"85%
(22/26)","85%
(22/26)","71%
(17/24)","32%
(8/25)",5/5,1/4,"15%
(4/26)","15%
(4/26)","36%
(9/25)","4%
(1/24)",3/4,0/5,,,,,,,"78%
(39/50)","59%
(30/51)","41%
(21/51)","22%
(11/50)","59%
(60/101)","41%
(41/101)","100%
(9/9)","67%
(6/9)","33%
(3/9)","0%
(0/9)","67%
(12/18)","33%
(6/18)",kwiatkowski-thai-son,gulbis-ernests,06.10.2021 00:45,indian-wells-2021,2-0,2,3,2-0 | 6-4 | 6-2,6-4,,6-2,,,,,,,
0,0,0,5,21%,61%,"67%
(2/3)","57%
(8/14)","55%
(6/11)","0%
(0/9)",0/1,2/5,"43%
(6/14)","33%
(1/3)","44%
(4/9)","45%
(5/11)",3/5,1/1,,,,,,,"57%
(8/14)","35%
(8/23)","65%
(15/23)","43%
(6/14)","62%
(23/37)","38%
(14/37)","67%
(2/3)","25%
(1/4)","75%
(3/4)","33%
(1/3)","71%
(5/7)","29%
(2/7)",kukushkin-mikhail,diez-steven,06.10.2021 00:25,indian-wells-2021,0-0,1,3,0-0 | 5-2,5-2,,,,,,,,,
5,2,2,4,59%,61%,"72%
(39/54)","70%
(37/53)","43%
(16/37)","53%
(18/34)",2/6,2/5,"30%
(16/53)","28%
(15/54)","35%
(12/34)","51%
(19/37)",3/5,4/6,,,,,,,"60%
(55/91)","63%
(55/87)","37%
(32/87)","40%
(36/91)","49%
(87/178)","51%
(91/178)","69%
(9/13)","79%
(11/14)","21%
(3/14)","31%
(4/13)","44%
(12/27)","56%
(15/27)",gaio-federico,arnaboldi-andrea,06.10.2021 00:10,indian-wells-2021,1-2,3,3,1-2 | 3-6 | 6-3 | 3-6,3-6,,6-3,,3-6,,,,,
22,4,6,5,60%,59%,"69%
(38/55)","65%
(33/51)","56%
(20/36)","46%
(16/35)",9/12,2/6,"35%
(18/51)","31%
(17/55)","40%
(14/35)","28%
(10/36)",4/6,3/12,,,,,,,"64%
(58/91)","57%
(49/86)","43%
(37/86)","36%
(33/91)","54%
(95/177)","46%
(82/177)","80%
(12/15)","71%
(10/14)","29%
(4/14)","20%
(3/15)","55%
(16/29)","45%
(13/29)",cressy-maxime,moriya-hiroki,05.10.2021 23:40,indian-wells-2021,2-1,3,3,2-1 | 6-4 | 4-6 | 6-3,6-4,,4-6,,6-3,,,,,
7,2,2,2,70%,61%,"75%
(24/32)","50%
(20/40)","43%
(6/14)","42%
(11/26)",2/4,7/12,"50%
(20/40)","25%
(8/32)","50%
(13/26)","43%
(6/14)",5/12,2/4,,,,,,,"65%
(30/46)","47%
(31/66)","53%
(35/66)","35%
(16/46)","58%
(65/112)","42%
(47/112)","78%
(7/9)","44%
(4/9)","56%
(5/9)","22%
(2/9)","67%
(12/18)","33%
(6/18)",van-de-zandschulp-botic,polansky-peter,05.10.2021 23:15,indian-wells-2021,2-0,2,3,2-0 | 6-3 | 6-3,6-3,,6-3,,,,,,,
1,1,6,1,56%,60%,"47%
(14/30)","66%
(27/41)","42%
(10/24)","52%
(14/27)",5/10,8/10,"34%
(14/41)","53%
(16/30)","44%
(12/27)","33%
(8/24)",2/10,5/10,,,,,,,"44%
(24/54)","60%
(41/68)","40%
(27/68)","56%
(30/54)","42%
(51/122)","58%
(71/122)","38%
(3/8)","78%
(7/9)","22%
(2/9)","63%
(5/8)","29%
(5/17)","71%
(12/17)",mochizuki-shintaro,olivo-renzo,05.10.2021 22:45,indian-wells-2021,0-2,2,3,0-2 | 3-6 | 2-6,3-6,,2-6,,,,,,,
4,7,7,4,57%,65%,"70%
(23/33)","80%
(32/40)","52%
(13/25)","55%
(12/22)",2/4,2/2,"20%
(8/40)","30%
(10/33)","27%
(6/22)","20%
(5/25)",0/2,2/4,,,,,,,"62%
(36/58)","71%
(44/62)","29%
(18/62)","38%
(22/58)","45%
(54/120)","55%
(66/120)","78%
(7/9)","100%
(10/10)","0%
(0/10)","22%
(2/9)","37%
(7/19)","63%
(12/19)",mmoh-michael,tabilo-alejandro,05.10.2021 22:05,indian-wells-2021,0-2,2,3,0-2 | 3-6 | 4-6,3-6,,4-6,,,,,,,
2,5,2,1,51%,66%,"63%
(15/24)","68%
(27/40)","39%
(9/23)","67%
(14/21)",0/4,5/6,"33%
(13/40)","38%
(9/24)","29%
(6/21)","52%
(12/23)",1/6,4/4,,,,,,,"51%
(24/47)","67%
(41/61)","33%
(20/61)","49%
(23/47)","41%
(44/108)","59%
(64/108)","50%
(4/8)","89%
(8/9)","11%
(1/9)","50%
(4/8)","29%
(5/17)","71%
(12/17)",istomin-denis,escobedo-ernesto,05.10.2021 21:35,indian-wells-2021,0-2,2,3,0-2 | 3-6 | 2-6,3-6,,2-6,,,,,,,
6,5,4,4,48%,56%,"75%
(44/59)","72%
(47/65)","66%
(43/65)","58%
(30/52)",3/4,1/3,"28%
(18/65)","25%
(15/59)","35%
(18/52)","28%
(18/65)",2/3,1/4,,,,,,,"70%
(87/124)","66%
(77/117)","34%
(40/117)","30%
(37/124)","53%
(127/241)","47%
(114/241)","94%
(17/18)","89%
(16/18)","11%
(2/18)","6%
(1/18)","53%
(19/36)","47%
(17/36)",donskoy-evgeny,menendez-maceiras-adrian,05.10.2021 21:05,indian-wells-2021,2-1,3,3,2-1 | 6-7(10-12) | 7-6(7-2) | 7-5,6-7,10-12,7-6,7-2,7-5,,,,,
8,10,7,3,58%,65%,"67%
(46/69)","65%
(48/74)","47%
(23/49)","36%
(14/39)",7/10,6/11,"35%
(26/74)","33%
(23/69)","56%
(22/39)","39%
(19/49)",5/11,3/10,,,,,,,"58%
(69/118)","55%
(62/113)","45%
(51/113)","42%
(49/118)","52%
(120/231)","48%
(111/231)","80%
(12/15)","67%
(10/15)","33%
(5/15)","20%
(3/15)","57%
(17/30)","43%
(13/30)",krueger-mitchell,nanda-govind,05.10.2021 21:00,indian-wells-2021,1-2,3,3,1-2 | 6-0 | 6-7(10-12) | 5-7,6-0,,6-7,10-12,5-7,,,,,
0,10,1,2,57%,65%,"48%
(16/33)","89%
(25/28)","52%
(13/25)","60%
(9/15)",8/12,1/1,"11%
(3/28)","48%
(16/33)","27%
(4/15)","48%
(12/25)",0/1,4/12,,,,,,,"50%
(29/58)","79%
(34/43)","21%
(9/43)","50%
(29/58)","38%
(38/101)","62%
(63/101)","50%
(4/8)","100%
(8/8)","0%
(0/8)","50%
(4/8)","25%
(4/16)","75%
(12/16)",geerts-michael,eubanks-christopher,05.10.2021 20:05,indian-wells-2021,0-2,2,3,0-2 | 1-6 | 3-6,1-6,,3-6,,,,,,,
1,2,1,3,62%,50%,"87%
(20/23)","57%
(13/23)","71%
(10/14)","35%
(8/23)",1/1,1/6,"43%
(10/23)","13%
(3/23)","52%
(12/23)","21%
(3/14)",5/6,0/1,,,,,,,"81%
(30/37)","46%
(21/46)","54%
(25/46)","19%
(7/37)","66%
(55/83)","34%
(28/83)","100%
(7/7)","38%
(3/8)","63%
(5/8)","0%
(0/7)","80%
(12/15)","20%
(3/15)",fratangelo-bjorn,torpegaard-mikael,05.10.2021 19:55,indian-wells-2021,2-0,2,3,2-0 | 6-2 | 6-1,6-2,,6-1,,,,,,,
9,6,8,5,48%,58%,"78%
(39/50)","74%
(46/62)","49%
(27/55)","58%
(26/45)",6/10,6/8,"26%
(16/62)","22%
(11/50)","31%
(14/45)","36%
(20/55)",2/8,4/10,,,,,,,"63%
(66/105)","67%
(72/107)","33%
(35/107)","37%
(39/105)","48%
(101/212)","52%
(111/212)","75%
(12/16)","88%
(14/16)","13%
(2/16)","25%
(4/16)","44%
(14/32)","56%
(18/32)",janvier-maxime,ilkel-cem,05.10.2021 19:55,indian-wells-2021,1-2,3,3,1-2 | 2-6 | 7-6(7-4) | 6-7(4-7),2-6,,7-6,7-4,6-7,4-7,,,,
2,5,8,6,57%,54%,"75%
(33/44)","73%
(32/44)","45%
(15/33)","57%
(21/37)",6/9,3/5,"27%
(12/44)","25%
(11/44)","27%
(10/37)","30%
(10/33)",2/5,3/9,,,,,,,"62%
(48/77)","65%
(53/81)","35%
(28/81)","38%
(29/77)","48%
(76/158)","52%
(82/158)","75%
(9/12)","85%
(11/13)","15%
(2/13)","25%
(3/12)","44%
(11/25)","56%
(14/25)",jung-jason,kozlov-stefan,05.10.2021 19:35,indian-wells-2021,1-1,3,3,1-1 | 3-6 | 6-3 | 2-5,3-6,,6-3,,2-5,,,,,
3,1,2,4,68%,48%,"68%
(32/47)","59%
(17/29)","64%
(14/22)","52%
(16/31)",7/7,3/6,"41%
(12/29)","32%
(15/47)","35%
(11/31)","27%
(6/22)",3/6,0/7,,,,,,,"67%
(46/69)","55%
(33/60)","45%
(27/60)","33%
(23/69)","56%
(72/129)","43%
(55/129)","100%
(9/9)","67%
(6/9)","33%
(3/9)","0%
(0/9)","67%
(12/18)","33%
(6/18)",gomez-emilio,kovacevic-aleksandar,05.10.2021 18:15,indian-wells-2021,2-0,2,3,2-0 | 6-4 | 6-2,6-4,,6-2,,,,,,,
17,22,1,7,70%,68%,"77%
(57/74)","85%
(68/80)","68%
(21/31)","35%
(13/37)",4/5,8/10,"15%
(12/80)","23%
(17/74)","46%
(17/37)","29%
(9/31)",2/10,1/5,,,,,,,"74%
(78/105)","69%
(81/117)","31%
(36/117)","26%
(27/105)","51%
(114/222)","49%
(108/222)","94%
(16/17)","88%
(15/17)","12%
(2/17)","6%
(1/17)","53%
(18/34)","47%
(16/34)",schnur-brayden,karlovic-ivo,05.10.2021 18:15,indian-wells-2021,1-2,3,3,1-2 | 6-4 | 6-7(5-7) | 6-7(7-9),6-4,,6-7,5-7,6-7,7-9,,,,
7,8,5,0,61%,53%,"72%
(34/47)","82%
(27/33)","40%
(12/30)","59%
(17/29)",9/12,3/3,"18%
(6/33)","28%
(13/47)","41%
(12/29)","43%
(13/30)",0/3,3/12,,,,,,,"60%
(46/77)","71%
(44/62)","29%
(18/62)","40%
(31/77)","46%
(64/139)","54%
(75/139)","70%
(7/10)","100%
(10/10)","0%
(0/10)","30%
(3/10)","35%
(7/20)","65%
(13/20)",blanch-ulises,vukic-aleksandar,05.10.2021 18:10,indian-wells-2021,0-2,2,3,0-2 | 2-6 | 5-7,2-6,,5-7,,,,,,,
8,4,4,3,53%,44%,"86%
(30/35)","67%
(16/24)","48%
(15/31)","48%
(15/31)",1/3,1/5,"33%
(8/24)","20%
(7/35)","42%
(13/31)","39%
(12/31)",4/5,2/3,,,,,,,"67%
(45/67)","56%
(31/55)","44%
(24/55)","33%
(22/67)","57%
(69/122)","43%
(52/122)","83%
(10/12)","64%
(7/11)","36%
(4/11)","17%
(2/12)","61%
(14/23)","39%
(9/23)",celikbilek-altug,fabbiano-thomas,05.10.2021 18:10,indian-wells-2021,2-1,3,3,2-1 | 2-6 | 6-2 | 6-1,2-6,,6-2,,6-1,,,,,
0,4,1,0,58%,58%,"47%
(14/30)","73%
(16/22)","36%
(8/22)","75%
(12/16)",3/8,0/0,"27%
(6/22)","53%
(16/30)","25%
(4/16)","59%
(13/22)",0/0,5/8,,,,,,,"42%
(22/52)","74%
(28/38)","26%
(10/38)","58%
(30/52)","36%
(32/90)","64%
(58/90)","29%
(2/7)","100%
(7/7)","0%
(0/7)","71%
(5/7)","14%
(2/14)","86%
(12/14)",lilov-victor,sousa-joao,05.10.2021 18:10,indian-wells-2021,0-2,2,3,0-2 | 2-6 | 0-6,2-6,,0-6,,,,,,,
