Aces_left,Aces_right,Double Faults_left,Double Faults_right,1st serve percentage_left,1st serve percentage_right,1st serve points won_left,1st serve points won_right,2nd serve points won_left,2nd serve points won_right,Break Points Saved_left,Break Points Saved_right,1st return points won_left,1st return points won_right,2nd return points won_left,2nd return points won_right,Break Points Converted_left,Break Points Converted_right,Winners_left,Winners_right,Unforced errors_left,Unforced errors_right,Net points won_left,Net points won_right,Service Points Won_left,Service Points Won_right,Return Points Won_left,Return Points Won_right,Total Points Won_left,Total Points Won_right,Service games won_left,Service games won_right,Return games won_left,Return games won_right,Total games won_left,Total games won_right,player_left,player_right,date,match_info,match_result_sets,sets_played,best_of_estimate,score_full,set_1_score,set_1_tiebreak,set_2_score,set_2_tiebreak,set_3_score,set_3_tiebreak,set_4_score,set_4_tiebreak,set_5_score,set_5_tiebreak
2,6,3,1,71%,69%,"55%
(26/47)","89%
(39/44)","37%
(7/19)","55%
(11/20)",5/11,1/1,"11%
(5/44)","45%
(21/47)","40%
(8/20)","47%
(9/19)",0/1,6/11,15,32,24,17,"60%
(6/10)","86%
(6/7)","50%
(33/66)","78%
(50/64)","22%
(14/64)","50%
(33/66)","36%
(47/130)","64%
(83/130)","50%
(6/12)","100%
(12/12)","0%
(0/12)","50%
(6/12)","25%
(6/24)","75%
(18/24)",pella-guido,carreno-busta-pablo,01.10.2020 12:30,french-open-2020,0-3,3,5,0-3 | 3-6 | 2-6 | 1-6,3-6,,2-6,,1-6,,,,,
0,4,1,2,66%,71%,"56%
(35/62)","68%
(50/73)","56%
(18/32)","63%
(19/30)",7/12,6/8,"32%
(23/73)","44%
(27/62)","30%
(9/30)","41%
(13/32)",2/8,5/12,19,29,46,37,"71%
(25/35)","82%
(18/22)","56%
(53/94)","67%
(69/103)","33%
(34/103)","44%
(41/94)","44%
(87/197)","56%
(110/197)","64%
(9/14)","87%
(13/15)","13%
(2/15)","36%
(5/14)","38%
(11/29)","62%
(18/29)",martin-andrej,dimitrov-grigor,01.10.2020 11:00,french-open-2020,0-3,3,5,0-3 | 4-6 | 6-7(5-7) | 1-6,4-6,,6-7,5-7,1-6,,,,,
3,9,3,4,60%,52%,"65%
(42/65)","84%
(46/55)","44%
(19/43)","45%
(23/51)",10/15,5/6,"16%
(9/55)","35%
(23/65)","47%
(24/51)","49%
(21/43)",1/6,5/15,31,42,34,38,"73%
(24/33)","87%
(13/15)","56%
(64/114)","65%
(69/106)","35%
(37/106)","44%
(50/114)","46%
(101/220)","54%
(119/220)","69%
(11/16)","93%
(13/14)","7%
(1/14)","31%
(5/16)","40%
(12/30)","60%
(18/30)",struff-jan-lennard,altmaier-daniel,01.10.2020 10:40,french-open-2020,0-3,3,5,0-3 | 3-6 | 6-7(4-7) | 3-6,3-6,,6-7,4-7,3-6,,,,,
10,4,2,1,56%,79%,"72%
(41/57)","84%
(51/61)","44%
(20/45)","69%
(11/16)",7/12,0/1,"16%
(10/61)","30%
(17/57)","25%
(4/16)","51%
(23/45)",1/1,5/12,29,34,22,30,"56%
(10/18)","75%
(18/24)","58%
(62/106)","81%
(60/74)","19%
(14/74)","42%
(44/106)","42%
(76/180)","57%
(103/180)","67%
(10/15)","93%
(13/14)","7%
(1/14)","33%
(5/15)","38%
(11/29)","62%
(18/29)",giron-marcos,monteiro-thiago,01.10.2020 09:25,french-open-2020,0-3,3,5,0-3 | 6-7(5-7) | 4-6 | 1-6,6-7,5-7,4-6,,1-6,,,,,
7,7,2,10,69%,62%,"68%
(74/109)","83%
(67/81)","36%
(18/50)","39%
(19/49)",6/14,2/7,"17%
(14/81)","32%
(35/109)","41%
(20/49)","60%
(30/50)",5/7,8/14,47,65,46,42,"63%
(27/43)","64%
(18/28)","58%
(92/159)","66%
(86/130)","34%
(44/130)","42%
(67/159)","47%
(136/289)","53%
(153/289)","64%
(14/22)","76%
(16/21)","24%
(5/21)","36%
(8/22)","44%
(19/43)","56%
(24/43)",vesely-jiri,khachanov-karen,01.10.2020 09:25,french-open-2020,1-3,4,5,1-3 | 1-6 | 7-6(7-4) | 6-7(7-9) | 6-7(2-7),1-6,,7-6,7-4,6-7,7-9,6-7,2-7,,
3,3,6,3,55%,68%,"67%
(45/67)","69%
(51/74)","59%
(32/54)","43%
(15/35)",9/11,7/11,"31%
(23/74)","33%
(22/67)","49%
(17/35)","30%
(16/54)",4/11,2/11,34,21,43,46,"64%
(18/28)","71%
(15/21)","64%
(77/121)","61%
(66/109)","39%
(43/109)","36%
(44/121)","52%
(120/230)","48%
(110/230)","88%
(15/17)","75%
(12/16)","25%
(4/16)","12%
(2/17)","58%
(19/33)","42%
(14/33)",fucsovics-marton,ramos-vinolas-albert,01.10.2020 09:20,french-open-2020,3-0,3,5,3-0 | 7-6(7-2) | 6-3 | 7-5,7-6,7-2,6-3,,7-5,,,,,
12,4,6,4,57%,63%,"78%
(58/74)","58%
(65/113)","51%
(28/55)","48%
(31/65)",2/6,13/20,"44%
(50/113)","22%
(16/74)","43%
(28/65)","38%
(21/55)",7/20,4/6,80,36,58,43,"72%
(38/53)","69%
(33/48)","67%
(86/129)","54%
(96/178)","46%
(82/178)","33%
(43/129)","54%
(167/307)","45%
(138/307)","81%
(17/21)","67%
(14/21)","33%
(7/21)","19%
(4/21)","57%
(24/42)","43%
(18/42)",garin-cristian,polmans-marc,01.10.2020 09:20,french-open-2020,3-1,4,5,3-1 | 6-7(5-7) | 6-2 | 7-6(7-3) | 6-4,6-7,5-7,6-2,,7-6,7-3,6-4,,,
7,3,12,8,62%,65%,"66%
(80/121)","61%
(78/127)","51%
(37/73)","59%
(41/69)",13/21,15/21,"39%
(49/127)","34%
(41/121)","29%
(20/69)","33%
(24/73)",6/21,8/21,65,31,106,42,"71%
(73/103)","62%
(18/29)","60%
(117/194)","61%
(119/196)","39%
(77/196)","40%
(77/194)","50%
(194/390)","50%
(196/390)","71%
(20/28)","79%
(22/28)","21%
(6/28)","29%
(8/28)","46%
(26/56)","54%
(30/56)",shapovalov-denis,carballes-baena-roberto,01.10.2020 09:15,french-open-2020,2-3,5,5,2-3 | 5-7 | 7-6(7-5) | 3-6 | 6-3 | 6-8,5-7,,7-6,7-5,3-6,,6-3,,6-8,
0,3,2,2,56%,68%,"58%
(28/48)","65%
(41/63)","46%
(17/37)","63%
(19/30)",7/13,3/5,"35%
(22/63)","42%
(20/48)","30%
(9/30)","49%
(18/37)",2/5,6/13,20,28,42,28,"68%
(15/22)","44%
(7/16)","53%
(45/85)","65%
(60/93)","35%
(33/93)","47%
(40/85)","44%
(78/178)","56%
(100/178)","57%
(8/14)","86%
(12/14)","14%
(2/14)","43%
(6/14)","36%
(10/28)","64%
(18/28)",bonzi-benjamin,sinner-jannik,30.09.2020 17:40,french-open-2020,0-3,3,5,0-3 | 2-6 | 4-6 | 4-6,2-6,,4-6,,4-6,,,,,
4,8,1,2,66%,65%,"57%
(43/76)","75%
(54/72)","60%
(24/40)","54%
(21/39)",8/15,4/7,"25%
(18/72)","43%
(33/76)","41%
(16/39)","38%
(15/40)",3/7,7/15,37,54,42,34,"64%
(25/39)","62%
(13/21)","58%
(67/116)","68%
(75/111)","32%
(36/111)","42%
(49/116)","45%
(103/227)","55%
(124/227)","61%
(11/18)","84%
(16/19)","16%
(3/19)","39%
(7/18)","38%
(14/37)","62%
(23/37)",londero-juan-ignacio,cecchinato-marco,30.09.2020 15:25,french-open-2020,1-3,4,5,1-3 | 3-6 | 2-6 | 7-5 | 2-6,3-6,,2-6,,7-5,,2-6,,,
10,3,11,6,68%,61%,"71%
(79/112)","66%
(65/99)","42%
(22/53)","55%
(35/64)",7/14,8/14,"34%
(34/99)","29%
(33/112)","36%
(23/64)","38%
(20/53)",6/14,7/14,45,41,56,49,"51%
(28/55)","66%
(61/93)","61%
(101/165)","61%
(100/163)","39%
(63/163)","39%
(64/165)","50%
(164/328)","50%
(164/328)","72%
(18/25)","76%
(19/25)","24%
(6/25)","28%
(7/25)","48%
(24/50)","52%
(26/50)",zverev-alexander,herbert-pierre-hugues,30.09.2020 14:30,french-open-2020,3-2,5,5,3-2 | 2-6 | 6-4 | 7-6(7-5) | 4-6 | 6-4,2-6,,6-4,,7-6,7-5,4-6,,6-4,
8,4,11,6,51%,76%,"75%
(44/59)","67%
(68/102)","33%
(19/57)","41%
(13/32)",0/8,10/15,"33%
(34/102)","25%
(15/59)","41%
(13/32)","47%
(27/57)",5/15,8/8,67,18,79,18,"76%
(34/45)","48%
(12/25)","54%
(63/116)","60%
(81/134)","40%
(53/134)","46%
(53/116)","46%
(116/250)","54%
(134/250)","58%
(11/19)","74%
(14/19)","26%
(5/19)","42%
(8/19)","42%
(16/38)","58%
(22/38)",paire-benoit,coria-federico,30.09.2020 14:25,french-open-2020,1-3,4,5,1-3 | 6-7(3-7) | 6-4 | 3-6 | 1-6,6-7,3-7,6-4,,3-6,,1-6,,,
3,8,3,2,64%,62%,"71%
(54/76)","70%
(52/74)","58%
(25/43)","51%
(23/45)",5/9,6/10,"30%
(22/74)","29%
(22/76)","44%
(20/45)","35%
(15/43)",4/10,4/9,29,68,24,45,"56%
(9/16)","76%
(16/21)","66%
(79/119)","63%
(75/119)","37%
(44/119)","34%
(40/119)","52%
(123/238)","48%
(115/238)","80%
(16/20)","79%
(15/19)","21%
(4/19)","20%
(4/20)","51%
(20/39)","49%
(19/39)",ruud-casper,paul-tommy,30.09.2020 13:50,french-open-2020,3-2,5,5,3-2 | 6-1 | 1-6 | 6-3 | 1-6 | 6-3,6-1,,1-6,,6-3,,1-6,,6-3,
2,4,7,1,62%,77%,"63%
(47/75)","81%
(61/75)","50%
(23/46)","39%
(9/23)",10/15,2/3,"19%
(14/75)","37%
(28/75)","57%
(13/23)","35%
(16/46)",1/3,5/15,38,52,30,18,"63%
(30/48)","64%
(36/56)","58%
(70/121)","71%
(70/98)","29%
(28/98)","42%
(51/121)","45%
(98/219)","55%
(121/219)","69%
(11/16)","93%
(14/15)","7%
(1/15)","31%
(5/16)","39%
(12/31)","61%
(19/31)",bublik-alexander,sonego-lorenzo,30.09.2020 13:40,french-open-2020,0-3,3,5,0-3 | 6-7(8-10) | 1-6 | 5-7,6-7,8-10,1-6,,5-7,,,,,
1,4,2,6,67%,60%,"61%
(62/101)","69%
(68/98)","61%
(30/49)","45%
(30/66)",7/14,9/16,"31%
(30/98)","39%
(39/101)","45%
(30/66)","35%
(17/49)",7/16,7/14,38,35,51,50,"74%
(29/39)","52%
(11/21)","61%
(92/150)","60%
(98/164)","40%
(66/164)","39%
(58/150)","50%
(158/314)","50%
(156/314)","71%
(17/24)","71%
(17/24)","29%
(7/24)","29%
(7/24)","50%
(24/48)","50%
(24/48)",nishikori-kei,travaglia-stefano,30.09.2020 13:25,french-open-2020,2-3,5,5,2-3 | 4-6 | 6-2 | 6-7(7-9) | 6-4 | 2-6,4-6,,6-2,,6-7,7-9,6-4,,2-6,
1,5,0,2,60%,78%,"44%
(22/50)","80%
(36/45)","30%
(10/33)","54%
(7/13)",8/17,3/5,"20%
(9/45)","56%
(28/50)","31%
(4/13)","70%
(23/33)",2/5,9/17,20,31,17,7,"61%
(19/31)","72%
(13/18)","39%
(32/83)","74%
(43/58)","26%
(15/58)","61%
(51/83)","33%
(47/141)","67%
(94/141)","18%
(2/11)","82%
(9/11)","18%
(2/11)","82%
(9/11)","18%
(4/22)","82%
(18/22)",kukushkin-mikhail,martinez-pedro,30.09.2020 12:55,french-open-2020,0-3,3,5,0-3 | 3-6 | 1-6 | 0-6,3-6,,1-6,,0-6,,,,,
1,1,2,4,67%,68%,"45%
(18/40)","76%
(37/49)","40%
(8/20)","61%
(14/23)",1/8,0/0,"24%
(12/49)","55%
(22/40)","22%
(5/23)","50%
(10/20)",0/0,7/8,17,31,28,15,"57%
(8/14)","81%
(13/16)","43%
(26/60)","71%
(51/72)","29%
(21/72)","57%
(34/60)","36%
(47/132)","64%
(85/132)","36%
(4/11)","100%
(11/11)","0%
(0/11)","64%
(7/11)","18%
(4/22)","82%
(18/22)",mcdonald-mackenzie,nadal-rafael,30.09.2020 12:30,french-open-2020,0-3,3,5,0-3 | 1-6 | 0-6 | 3-6,1-6,,0-6,,3-6,,,,,
2,8,3,1,63%,70%,"63%
(39/62)","67%
(45/67)","43%
(16/37)","66%
(19/29)",2/8,1/3,"33%
(22/67)","37%
(23/62)","31%
(9/29)","49%
(18/37)",2/3,6/8,24,28,54,24,"69%
(20/29)","58%
(14/24)","56%
(55/99)","67%
(64/96)","33%
(32/96)","44%
(44/99)","45%
(87/195)","55%
(108/195)","57%
(8/14)","86%
(12/14)","14%
(2/14)","43%
(6/14)","36%
(10/28)","64%
(18/28)",sock-jack,thiem-dominic,30.09.2020 12:25,french-open-2020,0-3,3,5,0-3 | 1-6 | 3-6 | 6-7(6-8),1-6,,3-6,,6-7,6-8,,,,
6,10,5,2,65%,65%,"70%
(52/74)","66%
(57/87)","57%
(23/40)","43%
(20/47)",5/10,9/15,"34%
(30/87)","30%
(22/74)","53%
(25/47)","30%
(12/40)",6/15,5/10,36,33,44,40,"64%
(21/33)","54%
(15/28)","66%
(75/114)","57%
(77/134)","43%
(57/134)","34%
(39/114)","53%
(132/248)","47%
(116/248)","74%
(14/19)","68%
(13/19)","32%
(6/19)","26%
(5/19)","53%
(20/38)","47%
(18/38)",gombos-norbert,rodionov-jurij,30.09.2020 12:05,french-open-2020,3-1,4,5,3-1 | 6-2 | 2-6 | 7-6(7-4) | 6-4,6-2,,2-6,,7-6,7-4,6-4,,,
5,1,5,2,59%,62%,"46%
(21/46)","63%
(31/49)","34%
(11/32)","57%
(17/30)",4/14,7/10,"37%
(18/49)","54%
(25/46)","37%
(11/30)","50%
(16/32)",3/10,10/14,15,19,46,33,"53%
(9/17)","55%
(6/11)","41%
(32/78)","61%
(48/79)","39%
(31/79)","59%
(46/78)","40%
(63/157)","60%
(94/157)","23%
(3/13)","75%
(9/12)","25%
(3/12)","77%
(10/13)","24%
(6/25)","76%
(19/25)",giustino-lorenzo,schwartzman-diego,30.09.2020 11:55,french-open-2020,0-3,3,5,0-3 | 1-6 | 5-7 | 0-6,1-6,,5-7,,0-6,,,,,
2,3,1,0,59%,73%,"55%
(48/87)","57%
(54/94)","63%
(38/60)","54%
(19/35)",17/22,6/12,"43%
(40/94)","45%
(39/87)","49%
(17/35)","35%
(21/60)",6/12,5/22,43,59,36,48,"56%
(19/34)","52%
(33/64)","59%
(86/147)","57%
(73/129)","43%
(56/129)","41%
(61/147)","51%
(142/276)","49%
(134/276)","75%
(15/20)","68%
(13/19)","32%
(6/19)","25%
(5/20)","54%
(21/39)","46%
(18/39)",gaston-hugo,nishioka-yoshihito,30.09.2020 10:00,french-open-2020,3-1,4,5,3-1 | 6-4 | 7-6(7-4) | 3-6 | 6-2,6-4,,7-6,7-4,3-6,,6-2,,,
6,1,1,2,62%,64%,"74%
(51/69)","63%
(41/65)","57%
(24/42)","46%
(17/37)",5/6,8/13,"37%
(24/65)","26%
(18/69)","49%
(18/37)","40%
(17/42)",5/13,1/6,51,17,52,33,"62%
(13/21)","69%
(11/16)","68%
(75/111)","57%
(58/102)","43%
(44/102)","32%
(36/111)","56%
(119/213)","44%
(94/213)","94%
(16/17)","69%
(11/16)","31%
(5/16)","6%
(1/17)","64%
(21/33)","36%
(12/33)",wawrinka-stan,koepfer-dominik,30.09.2020 09:55,french-open-2020,3-1,4,5,3-1 | 6-3 | 6-2 | 3-6 | 6-1,6-3,,6-2,,3-6,,6-1,,,
0,16,3,2,69%,60%,"64%
(34/53)","85%
(52/61)","42%
(10/24)","37%
(15/41)",5/10,13/14,"15%
(9/61)","36%
(19/53)","59%
(24/41)","46%
(11/24)",1/14,5/10,21,41,26,28,"83%
(10/12)","59%
(10/17)","57%
(44/77)","66%
(67/102)","34%
(35/102)","43%
(33/77)","44%
(79/179)","56%
(100/179)","62%
(8/13)","93%
(13/14)","7%
(1/14)","38%
(5/13)","33%
(9/27)","67%
(18/27)",albot-radu,fritz-taylor,30.09.2020 09:50,french-open-2020,0-3,3,5,0-3 | 3-6 | 2-6 | 4-6,3-6,,2-6,,4-6,,,,,
7,13,6,8,66%,63%,"72%
(50/69)","72%
(52/72)","57%
(20/35)","43%
(18/42)",6/10,7/12,"28%
(20/72)","28%
(19/69)","38%
(16/42)","26%
(9/35)",5/12,4/10,46,31,28,34,"64%
(7/11)","59%
(17/29)","67%
(70/104)","61%
(70/114)","39%
(44/114)","33%
(34/104)","52%
(114/218)","48%
(104/218)","79%
(15/19)","74%
(14/19)","26%
(5/19)","21%
(4/19)","53%
(20/38)","47%
(18/38)",korda-sebastian,isner-john,30.09.2020 09:45,french-open-2020,3-1,4,5,3-1 | 6-4 | 6-4 | 2-6 | 6-4,6-4,,6-4,,2-6,,6-4,,,
2,2,3,4,65%,67%,"69%
(35/51)","53%
(26/49)","71%
(20/28)","33%
(8/24)",3/5,3/10,"47%
(23/49)","31%
(16/51)","50%
(12/24)","18%
(5/28)",7/10,2/5,26,14,23,32,"79%
(11/14)","56%
(10/18)","70%
(55/79)","47%
(34/73)","53%
(39/73)","30%
(24/79)","62%
(94/152)","38%
(58/152)","86%
(12/14)","46%
(6/13)","54%
(7/13)","14%
(2/14)","70%
(19/27)","30%
(8/27)",martin-andrej,sousa-joao,29.09.2020 17:50,french-open-2020,3-0,3,5,3-0 | 7-5 | 6-1 | 6-2,7-5,,6-1,,6-2,,,,,
1,3,5,8,60%,52%,"55%
(31/56)","67%
(33/49)","34%
(13/38)","52%
(24/46)",17/24,6/8,"33%
(16/49)","45%
(25/56)","30%
(14/46)","53%
(20/38)",2/8,7/24,22,24,43,41,"47%
(9/19)","72%
(13/18)","47%
(44/94)","60%
(57/95)","40%
(38/95)","53%
(50/94)","43%
(82/189)","57%
(107/189)","42%
(5/12)","85%
(11/13)","15%
(2/13)","58%
(7/12)","28%
(7/25)","72%
(18/25)",barrere-gregoire,dimitrov-grigor,29.09.2020 17:35,french-open-2020,0-3,3,5,0-3 | 3-6 | 2-6 | 2-6,3-6,,2-6,,2-6,,,,,
6,1,0,4,66%,59%,"67%
(35/52)","59%
(38/64)","56%
(15/27)","36%
(16/44)",4/7,9/17,"41%
(26/64)","33%
(17/52)","55%
(24/44)","44%
(12/27)",8/17,3/7,32,45,19,49,"79%
(11/14)","69%
(20/29)","63%
(50/79)","50%
(54/108)","50%
(54/108)","37%
(29/79)","56%
(104/187)","44%
(83/187)","77%
(10/13)","43%
(6/14)","57%
(8/14)","23%
(3/13)","67%
(18/27)","33%
(9/27)",bautista-agut-roberto,gasquet-richard,29.09.2020 17:35,french-open-2020,3-0,3,5,3-0 | 7-6(7-5) | 6-2 | 6-1,7-6,7-5,6-2,,6-1,,,,,
6,5,7,12,69%,53%,"60%
(49/82)","58%
(48/83)","49%
(18/37)","41%
(31/75)",6/13,13/24,"42%
(35/83)","40%
(33/82)","43%
(32/75)","32%
(12/37)",11/24,7/13,55,26,65,46,"71%
(34/48)","47%
(9/19)","56%
(67/119)","50%
(79/158)","50%
(79/158)","44%
(52/119)","53%
(146/277)","47%
(131/277)","65%
(13/20)","48%
(10/21)","52%
(11/21)","35%
(7/20)","59%
(24/41)","41%
(17/41)",shapovalov-denis,simon-gilles,29.09.2020 16:10,french-open-2020,3-1,4,5,3-1 | 6-2 | 7-5 | 5-7 | 6-3,6-2,,7-5,,5-7,,6-3,,,
3,6,0,6,71%,72%,"73%
(65/89)","73%
(70/96)","43%
(16/37)","42%
(16/38)",8/14,2/7,"27%
(26/96)","27%
(24/89)","42%
(16/38)","57%
(21/37)",5/7,6/14,38,54,21,49,"70%
(21/30)","57%
(43/75)","64%
(81/126)","64%
(86/134)","36%
(48/134)","36%
(45/126)","50%
(129/260)","50%
(131/260)","73%
(16/22)","78%
(18/23)","22%
(5/23)","27%
(6/22)","47%
(21/45)","53%
(24/45)",munar-jaume,tsitsipas-stefanos,29.09.2020 15:50,french-open-2020,2-3,5,5,2-3 | 6-4 | 6-2 | 1-6 | 4-6 | 4-6,6-4,,6-2,,1-6,,4-6,,4-6,
6,0,0,2,68%,54%,"78%
(47/60)","62%
(29/47)","71%
(20/28)","65%
(26/40)",6/6,4/8,"38%
(18/47)","22%
(13/60)","30%
(12/40)","29%
(8/28)",4/8,0/6,28,24,15,38,"75%
(3/4)","64%
(7/11)","76%
(67/88)","63%
(55/87)","37%
(32/87)","24%
(21/88)","57%
(99/175)","43%
(76/175)","100%
(15/15)","73%
(11/15)","27%
(4/15)","0%
(0/15)","63%
(19/30)","37%
(11/30)",monteiro-thiago,basilashvili-nikoloz,29.09.2020 15:25,french-open-2020,3-0,3,5,3-0 | 7-5 | 6-4 | 6-2,7-5,,6-4,,6-2,,,,,
4,8,0,3,56%,63%,"61%
(38/62)","80%
(47/59)","42%
(20/48)","49%
(17/35)",12/18,6/9,"20%
(12/59)","39%
(24/62)","43%
(15/35)","58%
(28/48)",3/9,6/18,36,23,59,22,"58%
(7/12)","50%
(4/8)","53%
(58/110)","68%
(64/94)","32%
(30/94)","47%
(52/110)","43%
(88/204)","57%
(116/204)","63%
(10/16)","82%
(14/17)","18%
(3/17)","38%
(6/16)","39%
(13/33)","61%
(20/33)",laaksonen-henri,cuevas-pablo,29.09.2020 15:20,french-open-2020,1-3,4,5,1-3 | 1-6 | 6-2 | 4-6 | 2-6,1-6,,6-2,,4-6,,2-6,,,
6,3,3,3,62%,60%,"65%
(41/63)","78%
(39/50)","36%
(14/39)","61%
(20/33)",8/13,2/3,"22%
(11/50)","35%
(22/63)","30%
(10/33)","56%
(22/39)",1/3,5/13,36,30,33,23,"53%
(17/32)","75%
(9/12)","54%
(55/102)","71%
(59/83)","29%
(24/83)","46%
(47/102)","43%
(79/185)","57%
(106/185)","64%
(9/14)","93%
(14/15)","7%
(1/15)","36%
(5/14)","34%
(10/29)","66%
(19/29)",uchiyama-yasutaka,balazs-attila,29.09.2020 15:15,french-open-2020,0-3,3,5,0-3 | 2-6 | 3-6 | 5-7,2-6,,3-6,,5-7,,,,,
1,1,1,0,53%,81%,"50%
(17/34)","76%
(32/42)","27%
(8/30)","90%
(9/10)",4/12,3/3,"24%
(10/42)","50%
(17/34)","10%
(1/10)","70%
(21/30)",0/3,8/12,12,16,44,9,"40%
(4/10)","89%
(8/9)","39%
(25/64)","79%
(41/52)","21%
(11/52)","61%
(39/64)","31%
(36/116)","69%
(80/116)","20%
(2/10)","100%
(10/10)","0%
(0/10)","80%
(8/10)","10%
(2/20)","90%
(18/20)",johnson-steve,carballes-baena-roberto,29.09.2020 14:55,french-open-2020,0-3,3,5,0-3 | 1-6 | 1-6 | 0-6,1-6,,1-6,,0-6,,,,,
2,2,2,5,60%,67%,"74%
(26/35)","42%
(20/48)","61%
(14/23)","33%
(8/24)",0/2,2/11,"58%
(28/48)","26%
(9/35)","46%
(11/24)","30%
(7/23)",9/11,2/2,32,12,22,27,"60%
(12/20)","59%
(10/17)","69%
(40/58)","39%
(28/72)","61%
(44/72)","31%
(18/58)","65%
(84/130)","35%
(46/130)","82%
(9/11)","25%
(3/12)","75%
(9/12)","18%
(2/11)","78%
(18/23)","22%
(5/23)",djokovic-novak,ymer-mikael,29.09.2020 14:10,french-open-2020,3-0,3,5,3-0 | 6-0 | 6-2 | 6-3,6-0,,6-2,,6-3,,,,,
15,8,15,1,60%,67%,"68%
(79/117)","65%
(87/134)","47%
(36/77)","54%
(36/67)",11/20,9/16,"35%
(47/134)","32%
(38/117)","45%
(30/67)","34%
(26/77)",7/16,9/20,87,54,86,47,"71%
(41/58)","66%
(31/47)","59%
(115/194)","61%
(121/197)","39%
(76/197)","41%
(79/194)","49%
(193/391)","52%
(202/391)","70%
(21/30)","76%
(22/29)","24%
(7/29)","30%
(9/30)","47%
(28/59)","53%
(31/59)",halys-quentin,giron-marcos,29.09.2020 14:00,french-open-2020,2-3,5,5,2-3 | 5-7 | 6-3 | 7-6(7-5) | 5-7 | 6-8,5-7,,6-3,,7-6,7-5,5-7,,6-8,
29,23,11,2,60%,58%,"75%
(79/105)","77%
(71/92)","46%
(32/70)","61%
(40/66)",7/15,5/9,"23%
(21/92)","25%
(26/105)","36%
(24/66)","39%
(27/70)",4/9,8/15,80,64,62,20,"56%
(27/48)","50%
(7/14)","63%
(111/175)","70%
(111/158)","30%
(47/158)","37%
(64/175)","47%
(158/333)","53%
(175/333)","71%
(20/28)","85%
(23/27)","15%
(4/27)","29%
(8/28)","44%
(24/55)","56%
(31/55)",querrey-sam,rublev-andrey,29.09.2020 14:00,french-open-2020,2-3,5,5,2-3 | 7-6(7-5) | 7-6(7-4) | 5-7 | 4-6 | 3-6,7-6,7-5,7-6,7-4,5-7,,4-6,,3-6,
2,3,0,1,78%,55%,"60%
(44/73)","82%
(46/56)","40%
(8/20)","48%
(22/46)",7/11,6/6,"18%
(10/56)","40%
(29/73)","50%
(23/46)","60%
(12/20)",0/6,4/11,16,56,17,27,"57%
(8/14)","71%
(34/48)","56%
(52/93)","67%
(68/102)","33%
(34/102)","44%
(41/93)","44%
(86/195)","56%
(109/195)","69%
(9/13)","100%
(14/14)","0%
(0/10)","31%
(4/13)","33%
(9/27)","78%
(18/23)",dellien-hugo,berankis-ricardas,29.09.2020 11:40,french-open-2020,0-3,3,5,0-3 | 1-6 | 4-6 | 4-6,1-6,,4-6,,4-6,,,,,
1,11,3,1,70%,69%,"60%
(38/63)","75%
(42/56)","30%
(8/27)","56%
(14/25)",8/14,3/5,"25%
(14/56)","40%
(25/63)","40%
(10/25)","59%
(16/27)",2/5,6/14,21,30,30,19,"83%
(5/6)","67%
(18/27)","51%
(46/90)","69%
(56/81)","31%
(25/81)","49%
(44/90)","42%
(71/171)","58%
(100/171)","54%
(7/13)","86%
(12/14)","14%
(2/14)","46%
(6/13)","33%
(9/27)","67%
(18/27)",djere-laslo,anderson-kevin,29.09.2020 11:10,french-open-2020,0-3,3,5,0-3 | 2-6 | 3-6 | 4-6,2-6,,3-6,,4-6,,,,,
6,0,1,2,73%,67%,"71%
(62/87)","62%
(59/95)","61%
(20/33)","47%
(22/47)",3/7,16/22,"48%
(46/95)","29%
(25/87)","49%
(23/47)","36%
(12/33)",6/22,4/7,49,35,35,48,"58%
(14/24)","76%
(25/33)","68%
(82/120)","57%
(81/142)","43%
(61/142)","32%
(38/120)","55%
(143/262)","45%
(119/262)","75%
(15/20)","63%
(12/19)","37%
(7/19)","25%
(5/20)","56%
(22/39)","44%
(17/39)",lajovic-dusan,mager-gianluca,29.09.2020 10:25,french-open-2020,3-1,4,5,3-1 | 6-4 | 7-6(7-4) | 4-6 | 6-1,6-4,,7-6,7-4,4-6,,6-1,,,
4,2,1,2,48%,61%,"58%
(34/59)","69%
(46/67)","56%
(35/63)","57%
(24/42)",4/9,7/10,"31%
(21/67)","42%
(25/59)","38%
(16/42)","43%
(27/63)",3/10,5/9,29,40,33,40,"59%
(23/39)","70%
(16/23)","57%
(69/122)","64%
(70/109)","36%
(39/109)","43%
(53/122)","47%
(108/231)","53%
(123/231)","69%
(11/16)","82%
(14/17)","18%
(3/17)","31%
(5/16)","42%
(14/33)","58%
(19/33)",mayot-harold,davidovich-fokina-alejandro,29.09.2020 10:20,french-open-2020,0-3,3,5,0-3 | 6-7(5-7) | 3-6 | 5-7,6-7,5-7,3-6,,5-7,,,,,
